model,gpu,framework,precision,gpu_count,isl,osl,concurrency,rows,output_p50_tok_s_mw,output_p10_tok_s_mw,output_p90_tok_s_mw,input_p50_tok_s_mw,total_p50_tok_s_mw,median_tpot_ms,median_ttft_ms,power_w_p50,kv_pressure_proxy_isl_x_concurrency,decode_work_proxy_osl_x_concurrency,baseline_1024_1024_output_p50_tok_s_mw,realization_vs_same_config_1024_1024
dsr1,h200,trt,fp8,64,8192,1024,32,40,61122.669431,60872.722408,61295.740879,485455.702509,546578.37194,0.036515,0.41689,1730.0,262144.0,32768.0,85539.746799,0.714553
dsr1,h200,trt,fp8,64,1024,1024,4,40,19817.983777,19604.46388,19926.163845,20004.21948,39829.779867,0.013815,0.101133,1730.0,4096.0,4096.0,19817.983777,1.0
dsr1,h200,trt,fp8,64,1024,8192,4,40,20711.097915,20679.969077,20742.850293,2642.98572,23354.012028,0.01373,0.101782,1730.0,4096.0,32768.0,19817.983777,1.045066
dsr1,h200,trt,fp8,64,8192,1024,4,40,18303.953715,18209.152044,18393.086445,146215.803359,164541.627666,0.01502,0.382743,1730.0,32768.0,4096.0,19817.983777,0.923603
dsr1,h200,trt,fp8,64,1024,1024,64,40,132569.276714,130851.997614,134373.660599,132612.399686,265198.325901,0.03321,0.139811,1730.0,65536.0,65536.0,132569.276714,1.0
dsr1,h200,trt,fp8,64,1024,8192,64,40,139702.458381,139198.55418,140577.58264,17446.026322,157145.575835,0.032218,0.144791,1730.0,65536.0,524288.0,132569.276714,1.053807
dsr1,h200,trt,fp8,64,8192,1024,64,40,84990.316538,84399.312826,85493.559738,681093.526836,766083.843374,0.049598,3.475261,1730.0,524288.0,65536.0,132569.276714,0.641101
dsr1,h200,trt,fp8,64,1024,1024,8,40,33611.217599,33321.924873,34046.342593,33379.869432,66974.17001,0.016305,0.105708,1730.0,8192.0,8192.0,33611.217599,1.0
dsr1,h200,trt,fp8,64,1024,8192,8,40,35064.309644,34493.840899,35339.14838,4389.484898,39459.083313,0.016086,0.107206,1730.0,8192.0,65536.0,33611.217599,1.043232
dsr1,h200,trt,fp8,64,8192,1024,8,40,29527.796138,29323.69875,29667.839238,233197.868914,262663.398509,0.018751,0.386542,1730.0,65536.0,8192.0,33611.217599,0.87851
dsr1,h200,trt,fp8,8,1024,1024,16,15,54677.902553,54331.814315,55710.458637,55259.967393,109937.869946,0.020357,0.12332,1730.0,16384.0,16384.0,54677.902553,1.0
dsr1,h200,trt,fp8,8,1024,8192,16,14,57718.393301,57406.110666,58036.338037,7237.253038,64959.766445,0.019523,0.115062,1730.0,16384.0,131072.0,54677.902553,1.055607
dsr1,h200,trt,fp8,8,8192,1024,16,15,43561.246236,43383.394836,43729.399974,349577.719254,393129.344031,0.025263,0.403815,1730.0,131072.0,16384.0,54677.902553,0.796688
dsr1,h200,trt,fp8,8,1024,1024,32,16,84528.316072,84078.51365,86115.606444,84260.930903,168789.246975,0.025982,0.124825,1730.0,32768.0,32768.0,84528.316072,1.0
dsr1,h200,trt,fp8,8,1024,8192,32,14,89229.301722,88912.704896,89572.597112,11068.709288,100308.032062,0.025288,0.129151,1730.0,32768.0,262144.0,84528.316072,1.055614
dsr1,h200,trt,fp8,8,8192,1024,32,16,61162.971658,61080.497069,61341.544431,485775.795628,546938.767286,0.036435,0.424406,1730.0,262144.0,32768.0,84528.316072,0.72358
dsr1,h200,trt,fp8,8,1024,1024,4,14,19868.077139,19607.586447,19998.660787,20054.513002,39930.456484,0.013816,0.10087,1730.0,4096.0,4096.0,19868.077139,1.0
dsr1,h200,trt,fp8,8,1024,8192,4,14,20727.13935,20646.565347,20755.980549,2644.961139,23372.100489,0.013741,0.120413,1730.0,4096.0,32768.0,19868.077139,1.043238
dsr1,h200,trt,fp8,8,8192,1024,4,15,18274.171219,18212.060067,18362.09544,145866.530815,164273.90079,0.01504,0.384551,1730.0,32768.0,4096.0,19868.077139,0.919776
dsr1,h200,trt,fp8,8,1024,1024,64,16,132538.026008,131191.073415,134072.254554,132597.78439,265135.810398,0.033282,0.142026,1730.0,65536.0,65536.0,132538.026008,1.0
dsr1,h200,trt,fp8,8,1024,8192,64,14,139709.57192,139190.294359,140012.609353,17439.489229,157153.577564,0.032263,0.145576,1730.0,65536.0,524288.0,132538.026008,1.054109
dsr1,h200,trt,fp8,8,8192,1024,64,15,84714.210121,84329.94062,85374.193258,678634.013831,763595.081435,0.049595,3.460964,1730.0,524288.0,65536.0,132538.026008,0.639169
dsr1,h200,trt,fp8,8,1024,1024,8,16,33592.276074,33332.994004,33977.586817,33359.125709,66936.426869,0.016325,0.105697,1730.0,8192.0,8192.0,33592.276074,1.0
dsr1,h200,trt,fp8,8,1024,8192,8,14,35046.254864,34670.378724,35324.854551,4391.20762,39438.765644,0.016056,0.118339,1730.0,8192.0,65536.0,33592.276074,1.043283
dsr1,h200,trt,fp8,8,8192,1024,8,15,29507.044049,29343.300144,29621.559868,232971.755029,262478.799078,0.018755,0.3852,1730.0,65536.0,8192.0,33592.276074,0.878388
gptoss120b,b200,trt,fp4,1,1024,1024,128,29,3975767.501101,3959038.091515,4485710.97577,3984501.622866,7960269.123967,0.014528,0.0572,2170.0,131072.0,131072.0,3975767.501101,1.0
gptoss120b,b200,trt,fp4,1,1024,8192,128,30,4631496.265324,4046345.484108,5821300.434288,579707.540696,5211203.80602,0.012477,0.050308,2170.0,131072.0,1048576.0,3975767.501101,1.164931
gptoss120b,b200,trt,fp4,1,8192,1024,128,32,2415092.364982,2399402.818171,2597541.371465,19388559.169712,21803651.534693,0.023904,0.17849,2170.0,1048576.0,131072.0,3975767.501101,0.607453
gptoss120b,b200,trt,fp4,1,1024,1024,16,16,1168019.572838,857264.261305,1172733.928289,1181817.183965,2348473.110681,0.006213,0.03873,2170.0,16384.0,16384.0,1168019.572838,1.0
gptoss120b,b200,trt,fp4,1,1024,8192,16,10,1286665.90915,1240508.212085,1290111.330215,161459.175771,1448091.538424,0.005598,0.038416,2170.0,16384.0,131072.0,1168019.572838,1.101579
gptoss120b,b200,trt,fp4,1,8192,1024,16,15,1015787.201614,725600.215641,1018795.06453,8153886.281734,9167225.245997,0.006991,0.097257,2170.0,131072.0,16384.0,1168019.572838,0.869666
gptoss120b,b200,trt,fp4,1,1024,1024,32,15,1731353.571402,1540495.365287,1732836.018137,1726457.936492,3457230.418694,0.008356,0.038783,2170.0,32768.0,32768.0,1731353.571402,1.0
gptoss120b,b200,trt,fp4,1,1024,8192,32,10,1872654.971481,1839385.250613,1900390.890178,232675.025321,2105164.237473,0.00776,0.038032,2170.0,32768.0,262144.0,1731353.571402,1.081613
gptoss120b,b200,trt,fp4,1,8192,1024,32,17,1410282.16174,1162656.582328,1414256.800252,11206369.202014,12611192.133972,0.010157,0.106609,2170.0,262144.0,32768.0,1731353.571402,0.814555
gptoss120b,b200,trt,fp4,1,1024,1024,4,16,484655.013369,421286.910135,488162.968974,489561.524315,974049.767668,0.003686,0.031627,2170.0,4096.0,4096.0,484655.013369,1.0
gptoss120b,b200,trt,fp4,1,1024,8192,4,10,516375.481759,495358.485195,523264.926632,66024.279413,582269.431669,0.003593,0.033135,2170.0,4096.0,32768.0,484655.013369,1.06545
gptoss120b,b200,trt,fp4,1,8192,1024,4,15,452393.338937,387527.142755,454534.189934,3617688.983428,4066746.315828,0.003897,0.090256,2170.0,32768.0,4096.0,484655.013369,0.933434
gptoss120b,b200,trt,fp4,1,1024,1024,64,52,2694229.327247,2680017.98229,2995089.322487,2695792.421728,5389673.421235,0.010711,0.045409,2170.0,65536.0,65536.0,2694229.327247,1.0
gptoss120b,b200,trt,fp4,1,1024,8192,64,48,2798613.375892,2787193.503697,3180963.572892,349453.226742,3148045.607732,0.010354,0.044195,2170.0,65536.0,524288.0,2694229.327247,1.038744
gptoss120b,b200,trt,fp4,1,8192,1024,64,54,1900697.667113,1889213.728727,2047396.524745,15239153.574095,17132466.770707,0.015137,0.133846,2170.0,524288.0,65536.0,2694229.327247,0.70547
gptoss120b,b200,trt,fp4,1,1024,1024,8,16,741410.707015,646729.855337,747678.84995,736555.223462,1477345.073609,0.004869,0.035205,2170.0,8192.0,8192.0,741410.707015,1.0
gptoss120b,b200,trt,fp4,1,1024,8192,8,10,792140.488931,763922.347128,813889.748484,99319.261235,891423.155505,0.004586,0.034922,2170.0,8192.0,65536.0,741410.707015,1.068423
gptoss120b,b200,trt,fp4,1,8192,1024,8,14,675363.027875,597639.848758,694163.250022,5337767.502179,6007666.379727,0.005284,0.09289,2170.0,65536.0,8192.0,741410.707015,0.910916
gptoss120b,b200,trt,fp4,2,1024,1024,128,28,3195835.936821,3069570.855734,4201648.429292,3202856.674379,6398692.6112,0.009028,0.054892,2170.0,131072.0,131072.0,3195835.936821,1.0
gptoss120b,b200,trt,fp4,2,1024,8192,128,43,3764752.183072,3338965.421846,4115491.588652,471220.336658,4235972.519731,0.007665,0.043348,2170.0,131072.0,1048576.0,3195835.936821,1.178018
gptoss120b,b200,trt,fp4,2,8192,1024,128,44,2072237.451482,1942085.314387,2531259.050956,16636091.863118,18708329.3146,0.013869,0.124867,2170.0,1048576.0,131072.0,3195835.936821,0.648418
gptoss120b,b200,trt,fp4,2,1024,1024,16,54,828493.710924,806388.454563,864214.222814,837628.288907,1665807.018751,0.004324,0.029283,2170.0,16384.0,16384.0,828493.710924,1.0
gptoss120b,b200,trt,fp4,2,1024,8192,16,52,887074.03111,876778.838235,951891.709894,111356.429597,998366.700533,0.004087,0.029554,2170.0,16384.0,131072.0,828493.710924,1.070707
gptoss120b,b200,trt,fp4,2,8192,1024,16,54,722925.574914,717105.668294,766691.550271,5803115.650886,6524222.36744,0.004862,0.077557,2170.0,131072.0,16384.0,828493.710924,0.872578
gptoss120b,b200,trt,fp4,2,1024,1024,32,64,1340972.743075,1292785.719184,1664392.593025,1337440.319994,2677703.638688,0.005341,0.03545,2170.0,32768.0,32768.0,1340972.743075,1.0
gptoss120b,b200,trt,fp4,2,1024,8192,32,51,1443682.021442,1432870.586938,1534922.054516,179244.708431,1622929.908663,0.005008,0.030708,2170.0,32768.0,262144.0,1340972.743075,1.076593
gptoss120b,b200,trt,fp4,2,8192,1024,32,56,1086681.925506,1076523.610256,1140920.331335,8632014.902037,9715545.63222,0.006559,0.084464,2170.0,262144.0,32768.0,1340972.743075,0.810368
gptoss120b,b200,trt,fp4,2,1024,1024,4,52,281224.457861,274645.311849,328401.677937,283974.725653,565199.183514,0.00319,0.03063,2170.0,4096.0,4096.0,281224.457861,1.0
gptoss120b,b200,trt,fp4,2,1024,8192,4,50,295859.461302,291957.318376,344855.139005,37751.71355,333613.671585,0.003072,0.030376,2170.0,4096.0,32768.0,281224.457861,1.05204
gptoss120b,b200,trt,fp4,2,8192,1024,4,55,268943.675271,262485.152526,311642.544872,2148993.010122,2417328.318197,0.003287,0.072959,2170.0,32768.0,4096.0,281224.457861,0.956331
gptoss120b,b200,trt,fp4,2,1024,1024,64,54,2104452.085397,2001570.110097,2764796.485956,2106687.856286,4209853.020387,0.006816,0.041521,2170.0,65536.0,65536.0,2104452.085397,1.0
gptoss120b,b200,trt,fp4,2,1024,8192,64,62,2220905.052596,2205568.417705,2893054.117423,277372.427264,2498205.166974,0.006454,0.038628,2170.0,65536.0,524288.0,2104452.085397,1.055336
gptoss120b,b200,trt,fp4,2,8192,1024,64,66,1518865.411824,1501765.942898,1950310.272293,12180104.933325,13690715.59748,0.009449,0.102589,2170.0,524288.0,65536.0,2104452.085397,0.721739
gptoss120b,b200,trt,fp4,2,1024,1024,8,54,517663.96846,507200.054911,552821.311364,514229.665306,1031504.274693,0.003465,0.033209,2170.0,8192.0,8192.0,517663.96846,1.0
gptoss120b,b200,trt,fp4,2,1024,8192,8,51,535424.80117,529258.327099,578698.94335,67088.70167,602532.091799,0.003358,0.03021,2170.0,8192.0,65536.0,517663.96846,1.03431
gptoss120b,b200,trt,fp4,2,8192,1024,8,53,476393.361321,471696.018499,512304.825091,3761345.842941,4237739.204263,0.003719,0.07282,2170.0,65536.0,8192.0,517663.96846,0.920275
gptoss120b,b200,trt,fp4,4,1024,1024,128,19,1999326.66733,1803594.258943,2025653.649774,2003718.866461,4003045.533791,0.007267,0.052438,2170.0,131072.0,131072.0,1999326.66733,1.0
gptoss120b,b200,trt,fp4,4,1024,8192,128,33,2333973.384849,2295390.83083,2571904.41202,292134.958871,2626108.343719,0.006206,0.041005,2170.0,131072.0,1048576.0,1999326.66733,1.16738
gptoss120b,b200,trt,fp4,4,8192,1024,128,19,1388148.964385,1365998.466262,1393512.262906,11144173.499366,12532322.463751,0.010337,0.095236,2170.0,1048576.0,131072.0,1999326.66733,0.694308
gptoss120b,b200,trt,fp4,4,1024,1024,16,53,527562.921957,509705.372986,559954.619239,533179.008418,1060741.930376,0.003414,0.031774,2170.0,16384.0,16384.0,527562.921957,1.0
gptoss120b,b200,trt,fp4,4,1024,8192,16,50,572383.822993,565197.297097,604403.223728,71815.130143,644195.33067,0.003134,0.038688,2170.0,16384.0,131072.0,527562.921957,1.084958
gptoss120b,b200,trt,fp4,4,8192,1024,16,54,472585.639928,463985.088073,491509.035978,3793235.310727,4264967.113543,0.003718,0.065103,2170.0,131072.0,16384.0,527562.921957,0.89579
gptoss120b,b200,trt,fp4,4,1024,1024,32,64,844098.491741,796755.382505,972213.518851,841660.993381,1685526.879213,0.004253,0.033497,2170.0,32768.0,32768.0,844098.491741,1.0
gptoss120b,b200,trt,fp4,4,1024,8192,32,50,949679.686788,933590.830545,1008304.571885,117981.099904,1067592.132094,0.003778,0.031407,2170.0,32768.0,262144.0,844098.491741,1.125082
gptoss120b,b200,trt,fp4,4,8192,1024,32,54,719197.693041,705408.013155,744885.765846,5715783.368804,6431294.768742,0.00492,0.071045,2170.0,262144.0,32768.0,844098.491741,0.852031
gptoss120b,b200,trt,fp4,4,1024,1024,4,55,179730.009595,176230.577472,190418.648106,181639.660228,361217.710041,0.002459,0.036143,2170.0,4096.0,4096.0,179730.009595,1.0
gptoss120b,b200,trt,fp4,4,1024,8192,4,52,189550.824475,185545.167347,196839.830955,24181.518771,213739.138937,0.002386,0.033129,2170.0,4096.0,32768.0,179730.009595,1.054642
gptoss120b,b200,trt,fp4,4,8192,1024,4,57,171336.511681,167738.011284,180053.440686,1368670.60562,1539598.936605,0.002554,0.062072,2170.0,32768.0,4096.0,179730.009595,0.953299
gptoss120b,b200,trt,fp4,4,1024,1024,64,63,1337910.764936,1232875.116279,1670866.118532,1338513.998478,2676424.763414,0.005406,0.05108,2170.0,65536.0,65536.0,1337910.764936,1.0
gptoss120b,b200,trt,fp4,4,1024,8192,64,52,1527138.910794,1510038.273963,1648030.21268,190686.418488,1717816.037733,0.004702,0.033075,2170.0,65536.0,524288.0,1337910.764936,1.141436
gptoss120b,b200,trt,fp4,4,8192,1024,64,43,1049703.298117,1031439.05898,1054079.006159,8412180.534499,9461519.546341,0.006819,0.082086,2170.0,524288.0,65536.0,1337910.764936,0.784584
gptoss120b,b200,trt,fp4,4,1024,1024,8,53,304692.957264,295939.72099,328016.55676,302508.697899,607135.336891,0.002941,0.031526,2170.0,8192.0,8192.0,304692.957264,1.0
gptoss120b,b200,trt,fp4,4,1024,8192,8,52,320329.331875,315694.27379,345360.16385,40149.941588,360477.702896,0.002788,0.031811,2170.0,8192.0,65536.0,304692.957264,1.051318
gptoss120b,b200,trt,fp4,4,8192,1024,8,54,289173.331898,284468.183634,308492.515144,2284729.1907,2572330.483395,0.00307,0.063123,2170.0,65536.0,8192.0,304692.957264,0.949065
gptoss120b,b200,trt,fp4,8,1024,1024,16,15,270859.28381,235382.838039,272000.21208,274127.514629,544601.956678,0.003298,0.032053,2170.0,16384.0,16384.0,270859.28381,1.0
gptoss120b,b200,trt,fp4,8,1024,8192,16,49,297173.805875,294552.972085,328336.984414,37288.493667,334457.352658,0.003009,0.032474,2170.0,16384.0,131072.0,270859.28381,1.097152
gptoss120b,b200,trt,fp4,8,8192,1024,16,16,246816.501496,214924.223376,247892.665717,1984957.895628,2227457.148552,0.003544,0.06302,2170.0,131072.0,16384.0,270859.28381,0.911235
gptoss120b,b200,trt,fp4,8,1024,1024,32,15,441114.119959,413324.048954,442735.9679,439884.463467,880832.880602,0.004062,0.031604,2170.0,32768.0,32768.0,441114.119959,1.0
gptoss120b,b200,trt,fp4,8,1024,8192,32,20,502348.340228,497821.717462,503503.550386,62364.984702,564720.024087,0.003569,0.032731,2170.0,32768.0,262144.0,441114.119959,1.138817
gptoss120b,b200,trt,fp4,8,8192,1024,32,15,384839.375796,342093.973307,386945.315241,3059541.570077,3441356.233913,0.004588,0.069147,2170.0,262144.0,32768.0,441114.119959,0.872426
gptoss120b,b200,trt,fp4,8,1024,1024,4,54,95769.310214,94236.654634,101584.464904,96716.154881,192475.207706,0.002297,0.031519,2170.0,4096.0,4096.0,95769.310214,1.0
gptoss120b,b200,trt,fp4,8,1024,8192,4,51,98698.119274,98105.83478,104345.064527,12596.429572,111292.84764,0.002292,0.033111,2170.0,4096.0,32768.0,95769.310214,1.030582
gptoss120b,b200,trt,fp4,8,8192,1024,4,56,89877.688013,88998.776305,94195.101491,718140.890793,807946.813413,0.00243,0.060805,2170.0,32768.0,4096.0,95769.310214,0.938481
gptoss120b,b200,trt,fp4,8,1024,1024,64,17,701342.12689,650406.127164,702925.517465,701929.378998,1403000.472998,0.00515,0.045765,2170.0,65536.0,65536.0,701342.12689,1.0
gptoss120b,b200,trt,fp4,8,1024,8192,64,18,828311.123537,812623.568957,831289.681249,103425.405893,931733.270751,0.00434,0.032812,2170.0,65536.0,524288.0,701342.12689,1.181037
gptoss120b,b200,trt,fp4,8,8192,1024,64,13,565092.141509,508488.04871,566225.365616,4529713.002919,5093615.099503,0.006309,0.081281,2170.0,524288.0,65536.0,701342.12689,0.80573
gptoss120b,b200,trt,fp4,8,1024,1024,8,53,162328.239646,158244.838742,172283.221852,161141.464265,323457.461403,0.002748,0.030972,2170.0,8192.0,8192.0,162328.239646,1.0
gptoss120b,b200,trt,fp4,8,1024,8192,8,50,167674.326476,166450.581347,180951.353698,21016.97046,188689.73281,0.002681,0.039564,2170.0,8192.0,65536.0,162328.239646,1.032934
gptoss120b,b200,trt,fp4,8,8192,1024,8,52,151607.599803,150555.476981,161699.132821,1197012.094575,1348619.694378,0.002913,0.06284,2170.0,65536.0,8192.0,162328.239646,0.933957
gptoss120b,b200,vllm,fp4,1,1024,1024,128,32,3740595.407883,3679821.364979,3980857.564486,3748812.894383,7489408.302267,0.015409,0.078353,2170.0,131072.0,131072.0,3740595.407883,1.0
gptoss120b,b200,vllm,fp4,1,1024,8192,128,34,3651253.875293,3623413.693276,4174907.704483,457014.166318,4108268.041611,0.015846,0.06529,2170.0,131072.0,1048576.0,3740595.407883,0.976116
gptoss120b,b200,vllm,fp4,1,8192,1024,128,34,1876321.971559,1853689.672609,2513255.42133,15063266.355565,16939588.327124,0.03073,0.263338,2170.0,1048576.0,131072.0,3740595.407883,0.501611
gptoss120b,b200,vllm,fp4,1,1024,1024,16,55,1109212.453862,1076053.409316,1186191.350784,1121120.625056,2230232.850977,0.006541,0.043155,2170.0,16384.0,16384.0,1109212.453862,1.0
gptoss120b,b200,vllm,fp4,1,1024,8192,16,52,1141608.518605,1106086.400399,1290863.832794,143263.693681,1284835.188551,0.006322,0.047741,2170.0,16384.0,131072.0,1109212.453862,1.029206
gptoss120b,b200,vllm,fp4,1,8192,1024,16,55,871993.891476,847017.165993,1028106.223114,6997588.443778,7869379.132856,0.00809,0.143553,2170.0,131072.0,16384.0,1109212.453862,0.786138
gptoss120b,b200,vllm,fp4,1,1024,1024,32,55,1700600.027419,1654972.764799,1753687.732586,1696371.438871,3395820.61223,0.008451,0.049942,2170.0,32768.0,32768.0,1700600.027419,1.0
gptoss120b,b200,vllm,fp4,1,1024,8192,32,51,1775894.989368,1729727.636319,1914202.791822,220495.524667,1996390.514035,0.008169,0.050483,2170.0,32768.0,262144.0,1700600.027419,1.044276
gptoss120b,b200,vllm,fp4,1,8192,1024,32,55,1209521.442789,1181982.895015,1443822.981254,9608817.925622,10813722.28361,0.011757,0.151006,2170.0,262144.0,32768.0,1700600.027419,0.711232
gptoss120b,b200,vllm,fp4,1,1024,1024,4,56,437135.079722,421033.436241,472256.970231,441470.058176,878545.173573,0.004095,0.038451,2170.0,4096.0,4096.0,437135.079722,1.0
gptoss120b,b200,vllm,fp4,1,1024,8192,4,52,452365.871304,439544.271106,486163.317501,57725.77343,510091.644734,0.003997,0.038751,2170.0,4096.0,32768.0,437135.079722,1.034842
gptoss120b,b200,vllm,fp4,1,8192,1024,4,54,393009.729163,380076.126463,440464.595693,3139913.350371,3532923.079534,0.004434,0.136921,2170.0,32768.0,4096.0,437135.079722,0.899058
gptoss120b,b200,vllm,fp4,1,1024,1024,64,54,2602662.222277,2552439.295502,2673924.617992,2604411.483066,5206497.925769,0.011054,0.059389,2170.0,65536.0,65536.0,2602662.222277,1.0
gptoss120b,b200,vllm,fp4,1,1024,8192,64,53,2611226.659136,2554223.221126,2932189.940435,326035.302769,2937261.961904,0.011014,0.060302,2170.0,65536.0,524288.0,2602662.222277,1.003291
gptoss120b,b200,vllm,fp4,1,8192,1024,64,55,1561513.708539,1534603.770705,1965321.18178,12520837.35903,14075137.875122,0.018405,0.182385,2170.0,524288.0,65536.0,2602662.222277,0.599968
gptoss120b,b200,vllm,fp4,1,1024,1024,8,55,723414.215209,697811.109602,755420.485322,718070.803696,1441485.018905,0.004937,0.038426,2170.0,8192.0,8192.0,723414.215209,1.0
gptoss120b,b200,vllm,fp4,1,1024,8192,8,53,734870.064184,710377.24522,780403.728908,92189.48809,826974.760986,0.004898,0.041537,2170.0,8192.0,65536.0,723414.215209,1.015836
gptoss120b,b200,vllm,fp4,1,8192,1024,8,55,611122.507598,592372.87643,695762.148111,4826556.034596,5436217.250959,0.005786,0.139497,2170.0,65536.0,8192.0,723414.215209,0.844775
gptoss120b,b200,vllm,fp4,2,1024,1024,128,32,2860796.798036,2765173.673249,3013414.840515,2867081.508491,5727878.306527,0.010031,0.054559,2170.0,131072.0,131072.0,2860796.798036,1.0
gptoss120b,b200,vllm,fp4,2,1024,8192,128,34,2853048.423432,2848370.514602,3176001.113919,357105.693341,3210154.116773,0.010133,0.049416,2170.0,131072.0,1048576.0,2860796.798036,0.997292
gptoss120b,b200,vllm,fp4,2,8192,1024,128,35,1506742.232022,1479594.057234,1896234.066417,12096249.958243,13602992.190265,0.019071,0.180348,2170.0,1048576.0,131072.0,2860796.798036,0.526686
gptoss120b,b200,vllm,fp4,2,1024,1024,16,56,729515.789996,694794.856518,756055.315005,737345.401453,1466797.523314,0.004927,0.033855,2170.0,16384.0,16384.0,729515.789996,1.0
gptoss120b,b200,vllm,fp4,2,1024,8192,16,53,753390.120908,723205.723174,815753.736502,94520.631573,847910.752481,0.004741,0.034278,2170.0,16384.0,131072.0,729515.789996,1.032726
gptoss120b,b200,vllm,fp4,2,8192,1024,16,55,591687.350165,567680.277858,672057.561097,4751961.359112,5339830.237626,0.005916,0.101392,2170.0,131072.0,16384.0,729515.789996,0.811069
gptoss120b,b200,vllm,fp4,2,1024,1024,32,55,1202400.776213,1162589.303518,1232725.510476,1198597.268119,2400998.044332,0.005927,0.037168,2170.0,32768.0,32768.0,1202400.776213,1.0
gptoss120b,b200,vllm,fp4,2,1024,8192,32,53,1257050.387918,1213039.739442,1319403.147742,156142.907974,1413126.049191,0.005729,0.036494,2170.0,32768.0,262144.0,1202400.776213,1.04545
gptoss120b,b200,vllm,fp4,2,8192,1024,32,55,885727.439096,859936.81561,1019446.395822,7034729.343105,7920456.782201,0.007976,0.108612,2170.0,262144.0,32768.0,1202400.776213,0.736632
gptoss120b,b200,vllm,fp4,2,1024,1024,4,54,243123.37679,235030.015239,255178.466212,245558.850207,488624.407352,0.003658,0.029874,2170.0,4096.0,4096.0,243123.37679,1.0
gptoss120b,b200,vllm,fp4,2,1024,8192,4,53,250240.683824,248075.606797,265169.099899,31932.862167,282173.545991,0.003636,0.031225,2170.0,4096.0,32768.0,243123.37679,1.029274
gptoss120b,b200,vllm,fp4,2,8192,1024,4,56,225207.613041,217364.936927,244811.437042,1799949.454626,2024037.860436,0.003888,0.098693,2170.0,32768.0,4096.0,243123.37679,0.92631
gptoss120b,b200,vllm,fp4,2,1024,1024,64,56,1911179.512901,1850211.767411,1966719.31895,1912619.353862,3823220.733187,0.007459,0.043866,2170.0,65536.0,65536.0,1911179.512901,1.0
gptoss120b,b200,vllm,fp4,2,1024,8192,64,52,1943424.504425,1868617.590067,2098293.038728,242687.576511,2186078.658745,0.007368,0.040596,2170.0,65536.0,524288.0,1911179.512901,1.016872
gptoss120b,b200,vllm,fp4,2,8192,1024,64,56,1206830.461964,1179551.712831,1454150.69292,9671008.999427,10876751.899165,0.011842,0.150627,2170.0,524288.0,65536.0,1911179.512901,0.631458
gptoss120b,b200,vllm,fp4,2,1024,1024,8,54,432130.962601,415895.34824,459972.512241,428939.079566,861070.042166,0.004149,0.031712,2170.0,8192.0,8192.0,432130.962601,1.0
gptoss120b,b200,vllm,fp4,2,1024,8192,8,53,443246.765415,427607.639227,472560.333739,55502.18047,498800.952375,0.004052,0.03414,2170.0,8192.0,65536.0,432130.962601,1.025723
gptoss120b,b200,vllm,fp4,2,8192,1024,8,54,386924.05896,370698.160497,428059.459636,3053894.754493,3441868.394594,0.00456,0.099664,2170.0,65536.0,8192.0,432130.962601,0.895386
gptoss120b,b200,vllm,fp4,4,1024,1024,16,54,438033.085968,416340.162233,467434.316555,442696.096921,880729.182889,0.004089,0.027415,2170.0,16384.0,16384.0,438033.085968,1.0
gptoss120b,b200,vllm,fp4,4,1024,8192,16,51,453220.899615,429982.919745,492900.609288,56849.48315,510082.178366,0.003969,0.028207,2170.0,16384.0,131072.0,438033.085968,1.034673
gptoss120b,b200,vllm,fp4,4,8192,1024,16,55,370207.549422,351914.837943,411666.680048,2969917.200694,3341030.471665,0.004715,0.079832,2170.0,131072.0,16384.0,438033.085968,0.845159
gptoss120b,b200,vllm,fp4,4,1024,1024,32,56,762588.226985,728108.302081,787099.953299,760251.885826,1522764.187985,0.004675,0.029999,2170.0,32768.0,32768.0,762588.226985,1.0
gptoss120b,b200,vllm,fp4,4,1024,8192,32,53,793757.026927,756246.906354,828526.390427,98557.865457,892310.07942,0.004517,0.030038,2170.0,32768.0,262144.0,762588.226985,1.040872
gptoss120b,b200,vllm,fp4,4,8192,1024,32,54,588576.226496,560439.759412,653114.455234,4674977.005553,5263236.024108,0.005978,0.08513,2170.0,262144.0,32768.0,762588.226985,0.771814
gptoss120b,b200,vllm,fp4,4,1024,1024,4,55,138790.895863,131832.296519,145826.909672,140153.543644,278939.113679,0.003191,0.025955,2170.0,4096.0,4096.0,138790.895863,1.0
gptoss120b,b200,vllm,fp4,4,1024,8192,4,53,140312.234021,133405.670884,144106.039894,17927.409753,158217.281117,0.003232,0.026896,2170.0,4096.0,32768.0,138790.895863,1.010961
gptoss120b,b200,vllm,fp4,4,8192,1024,4,55,128660.325237,121975.91021,135352.163705,1028119.916858,1156579.59262,0.003408,0.077325,2170.0,32768.0,4096.0,138790.895863,0.927008
gptoss120b,b200,vllm,fp4,4,1024,1024,64,54,1264017.836204,1211407.559281,1307060.14234,1264811.355331,2528605.589308,0.005627,0.034879,2170.0,65536.0,65536.0,1264017.836204,1.0
gptoss120b,b200,vllm,fp4,4,1024,8192,64,52,1306363.851686,1254534.435229,1395164.188537,163175.269474,1469475.212556,0.005496,0.033834,2170.0,65536.0,524288.0,1264017.836204,1.033501
gptoss120b,b200,vllm,fp4,4,8192,1024,64,54,849286.551158,813881.114448,975700.988694,6806803.902242,7655280.41007,0.008379,0.109929,2170.0,524288.0,65536.0,1264017.836204,0.671894
