model,gpu,framework,precision,gpu_count,isl,osl,concurrency,rows,output_p50_tok_s_mw,output_p10_tok_s_mw,output_p90_tok_s_mw,input_p50_tok_s_mw,total_p50_tok_s_mw,median_tpot_ms,median_ttft_ms,power_w_p50,kv_pressure_proxy_isl_x_concurrency,decode_work_proxy_osl_x_concurrency,baseline_1024_1024_output_p50_tok_s_mw,realization_vs_same_config_1024_1024
dsr1,b200,trt,fp4,8,1024,1024,256,15,489374.258672,487661.441497,490549.264461,488901.280038,978275.53871,0.027629,1.18714,2170.0,262144.0,262144.0,489374.258672,1.0
dsr1,b200,trt,fp4,8,1024,8192,256,13,531330.295128,528464.717051,532516.864865,66338.094487,597667.65516,0.026547,1.462557,2170.0,262144.0,2097152.0,489374.258672,1.085734
dsr1,b200,trt,fp4,8,8192,1024,256,14,295442.140402,294379.719876,295901.093678,2360421.064318,2658214.766369,0.045938,2.895285,2170.0,2097152.0,262144.0,489374.258672,0.603714
dsr1,b200,trt,fp4,8,1024,1024,32,16,121611.226339,120252.428584,126651.037781,121561.261744,242837.764567,0.014622,0.103107,2170.0,32768.0,32768.0,121611.226339,1.0
dsr1,b200,trt,fp4,8,1024,8192,32,13,130704.478271,129905.286907,131044.133479,16220.257765,146932.775938,0.013775,0.090104,2170.0,32768.0,262144.0,121611.226339,1.074773
dsr1,b200,trt,fp4,8,8192,1024,32,50,91882.576273,91609.984837,92119.784133,729760.676813,821643.253085,0.019329,0.227712,2170.0,262144.0,32768.0,121611.226339,0.755544
dsr1,b200,trt,fp4,8,1024,1024,4,55,29926.864749,29591.719026,30137.777979,30219.538056,60146.402805,0.007374,0.107241,2170.0,4096.0,4096.0,29926.864749,1.0
dsr1,b200,trt,fp4,8,1024,8192,4,52,29761.100641,29555.386162,29842.609886,3797.248959,33558.872891,0.007596,0.109726,2170.0,4096.0,32768.0,29926.864749,0.994461
dsr1,b200,trt,fp4,8,8192,1024,4,55,26584.874806,26520.493299,26653.12445,212398.584831,238967.73853,0.008245,0.208777,2170.0,32768.0,4096.0,29926.864749,0.888328
dsr1,b200,trt,fp4,8,1024,1024,64,15,195916.245083,185737.67612,197098.597565,196265.647097,391920.824346,0.018074,0.095995,2170.0,65536.0,65536.0,195916.245083,1.0
dsr1,b200,trt,fp4,8,1024,8192,64,13,209738.367949,208621.589359,210747.523475,26195.011467,235926.103149,0.017173,0.108452,2170.0,65536.0,524288.0,195916.245083,1.070551
dsr1,b200,trt,fp4,8,8192,1024,64,13,127907.03188,127321.510095,128454.174802,1025018.555045,1152925.586925,0.026049,1.747102,2170.0,524288.0,65536.0,195916.245083,0.652866
dsr1,b200,trt,fp4,8,1024,1024,8,54,51006.619011,49892.557976,51213.817071,50657.415364,101636.483806,0.008753,0.085547,2170.0,8192.0,8192.0,51006.619011,1.0
dsr1,b200,trt,fp4,8,1024,8192,8,50,50714.560502,50565.698719,50918.478294,6355.816012,57070.853194,0.008849,0.109956,2170.0,8192.0,65536.0,51006.619011,0.994274
dsr1,b200,trt,fp4,8,8192,1024,8,51,43384.522371,43309.328396,43452.433012,342540.862485,385925.384856,0.010199,0.213106,2170.0,65536.0,8192.0,51006.619011,0.850567
dsr1,b200,trt,fp8,64,1024,1024,16,37,47374.175407,46868.447523,48259.904365,47878.489593,95252.665,0.018833,0.157066,2170.0,16384.0,16384.0,47374.175407,1.0
dsr1,b200,trt,fp8,64,1024,8192,16,38,51306.776485,51124.891738,51561.761353,6438.376895,57743.74557,0.017535,0.138197,2170.0,16384.0,131072.0,47374.175407,1.083011
dsr1,b200,trt,fp8,64,8192,1024,16,39,40050.429109,39992.019503,40101.587404,321394.669097,361445.098207,0.021831,0.335724,2170.0,131072.0,16384.0,47374.175407,0.845406
dsr1,b200,trt,fp8,64,1024,1024,32,38,76804.804204,75857.164251,79124.994492,76527.833577,153366.654728,0.023168,0.160354,2170.0,32768.0,32768.0,76804.804204,1.0
dsr1,b200,trt,fp8,64,1024,8192,32,39,85976.522566,85563.265205,86249.466046,10681.054824,96651.387107,0.02091,0.141157,2170.0,32768.0,262144.0,76804.804204,1.119416
dsr1,b200,trt,fp8,64,8192,1024,32,38,60108.687986,59989.085081,60205.018044,477377.894783,537511.027001,0.029425,0.360764,2170.0,262144.0,32768.0,76804.804204,0.782616
dsr1,b200,trt,fp8,64,1024,1024,4,38,15107.966882,15074.875905,15192.195877,15254.434441,30363.683911,0.014633,0.136115,2170.0,4096.0,4096.0,15107.966882,1.0
dsr1,b200,trt,fp8,64,1024,8192,4,39,15411.887455,15381.482606,15444.285012,1966.530719,17378.576765,0.014719,0.161575,2170.0,4096.0,32768.0,15107.966882,1.020117
dsr1,b200,trt,fp8,64,8192,1024,4,40,14088.428686,13970.909347,14110.147104,112553.774881,126643.302842,0.015654,0.317333,2170.0,32768.0,4096.0,15107.966882,0.932517
dsr1,b200,trt,fp8,64,1024,1024,64,39,119527.34762,118015.582263,120802.218274,119581.239784,239108.587404,0.027986,1.386785,2170.0,65536.0,65536.0,119527.34762,1.0
dsr1,b200,trt,fp8,64,1024,8192,64,37,138949.298587,137466.272805,139340.198736,17349.078632,156298.377219,0.025845,0.146194,2170.0,65536.0,524288.0,119527.34762,1.16249
dsr1,b200,trt,fp8,64,8192,1024,64,37,83701.674965,83540.432069,83873.289472,670766.639382,754468.314347,0.042811,0.419922,2170.0,524288.0,65536.0,119527.34762,0.700272
dsr1,b200,trt,fp8,64,1024,1024,8,38,28711.610669,28293.30267,28856.712334,28499.535833,57211.146502,0.015529,0.13469,2170.0,8192.0,8192.0,28711.610669,1.0
dsr1,b200,trt,fp8,64,1024,8192,8,38,29663.175507,28562.646136,29774.275972,3718.801866,33380.999813,0.015082,0.137375,2170.0,8192.0,65536.0,28711.610669,1.033142
dsr1,b200,trt,fp8,64,8192,1024,8,39,25477.829308,25390.621971,25538.198208,201139.035943,226637.071096,0.017355,0.326468,2170.0,65536.0,8192.0,28711.610669,0.88737
dsr1,b200,trt,fp8,8,1024,1024,16,17,47299.169265,46980.996024,48254.744514,47900.457868,95101.854249,0.018877,0.156592,2170.0,16384.0,16384.0,47299.169265,1.0
dsr1,b200,trt,fp8,8,1024,8192,16,16,51337.637142,51162.477162,60750.277181,6440.840876,57778.478018,0.017511,0.160525,2170.0,16384.0,131072.0,47299.169265,1.085381
dsr1,b200,trt,fp8,8,8192,1024,16,14,40061.04331,39972.635477,40110.968965,321525.825415,361540.88871,0.021824,0.335644,2170.0,131072.0,16384.0,47299.169265,0.846971
dsr1,b200,trt,fp8,8,1024,1024,32,16,77927.852936,76157.594507,79160.84948,78612.917338,155609.199694,0.022854,0.149522,2170.0,32768.0,32768.0,77927.852936,1.0
dsr1,b200,trt,fp8,8,1024,8192,32,16,85824.937651,85680.068124,97975.955626,10657.220128,96480.981376,0.020919,0.162874,2170.0,32768.0,262144.0,77927.852936,1.101338
dsr1,b200,trt,fp8,8,8192,1024,32,15,60114.807049,59967.974279,60190.419383,477657.642884,537565.745603,0.02941,0.358298,2170.0,262144.0,32768.0,77927.852936,0.771416
dsr1,b200,trt,fp8,8,1024,1024,4,17,15115.705813,15073.245033,17644.520199,15303.077353,30379.237457,0.014628,0.15623,2170.0,4096.0,4096.0,15115.705813,1.0
dsr1,b200,trt,fp8,8,1024,8192,4,16,15440.116517,15405.632711,18892.897123,1970.241599,17410.408098,0.014703,0.159858,2170.0,4096.0,32768.0,15115.705813,1.021462
dsr1,b200,trt,fp8,8,8192,1024,4,15,14101.737701,14077.929735,17599.959922,112664.474143,126766.211844,0.015639,0.317332,2170.0,32768.0,4096.0,15115.705813,0.93292
dsr1,b200,trt,fp8,8,1024,1024,64,19,119443.816072,118108.341475,128796.009228,119607.315677,238941.486645,0.027878,1.437017,2170.0,65536.0,65536.0,119443.816072,1.0
dsr1,b200,trt,fp8,8,1024,8192,64,16,138931.688282,137457.274289,149942.733994,17353.099755,156278.568108,0.0258,0.146017,2170.0,65536.0,524288.0,119443.816072,1.163155
dsr1,b200,trt,fp8,8,8192,1024,64,15,83786.536238,83597.944175,92440.797979,671609.737603,755233.235023,0.042762,0.415895,2170.0,524288.0,65536.0,119443.816072,0.701472
dsr1,b200,trt,fp8,8,1024,1024,8,17,28538.78039,28362.342534,33340.04453,28490.656322,56866.762534,0.015577,0.155071,2170.0,8192.0,8192.0,28538.78039,1.0
dsr1,b200,trt,fp8,8,1024,8192,8,16,29638.445454,28329.181015,36219.92577,3717.786088,33353.170227,0.015099,0.158699,2170.0,8192.0,65536.0,28538.78039,1.038532
dsr1,b200,trt,fp8,8,8192,1024,8,16,25491.671822,25465.035086,30901.166053,201235.667826,226760.206654,0.017326,0.325828,2170.0,65536.0,8192.0,28538.78039,0.893229
dsr1,gb200,dynamo-sglang,fp8,16,1024,1024,128,10,165590.543304,163735.75201,167565.694075,662660.817257,265004.598094,0.020258,0.538958,2100.0,131072.0,131072.0,165590.543304,1.0
dsr1,gb200,dynamo-sglang,fp8,16,1024,1024,16,10,43048.401232,42719.392145,43498.943161,170921.717714,68623.064528,0.010119,0.388065,2100.0,16384.0,16384.0,43048.401232,1.0
dsr1,gb200,dynamo-sglang,fp8,16,1024,1024,2,10,5903.712976,5734.204981,6069.150425,23448.261351,9412.622651,0.009837,0.194845,2100.0,2048.0,2048.0,5903.712976,1.0
dsr1,gb200,dynamo-sglang,fp8,16,1024,1024,4,10,11242.390188,11142.561902,11496.566473,44147.342641,17823.380679,0.009899,0.24017,2100.0,4096.0,4096.0,11242.390188,1.0
dsr1,gb200,dynamo-sglang,fp8,16,1024,1024,64,10,109978.530719,109242.848983,110809.719532,438522.559464,175687.336468,0.01533,0.471936,2100.0,65536.0,65536.0,109978.530719,1.0
dsr1,gb200,dynamo-sglang,fp8,16,1024,1024,8,10,21892.621806,21755.778181,22098.216051,88426.893144,35199.476073,0.010065,0.310281,2100.0,8192.0,8192.0,21892.621806,1.0
dsr1,gb200,dynamo-sglang,fp8,32,1024,1024,4096,11,1522471.557631,1516094.300044,1529422.872406,3043608.039101,2029517.051454,0.03407,1.052077,2100.0,4194304.0,4194304.0,1522471.557631,1.0
dsr1,gb200,dynamo-sglang,fp8,48,1024,1024,1024,11,266168.024075,206365.470795,442509.316534,531845.671335,354727.239829,0.019904,0.686923,2100.0,1048576.0,1048576.0,266168.024075,1.0
dsr1,gb200,dynamo-sglang,fp8,48,1024,1024,2048,11,807833.764309,805232.042905,816052.127037,1615572.374828,1077079.967815,0.020987,0.92347,2100.0,2097152.0,2097152.0,807833.764309,1.0
dsr1,gb200,dynamo-sglang,fp8,48,1024,1024,4096,15,1382366.034293,1369760.994573,1519977.005024,2763519.852878,1842750.640488,0.023965,1.255611,2100.0,4194304.0,4194304.0,1382366.034293,1.0
dsr1,gb200,dynamo-sglang,fp8,72,1024,1024,1024,45,250322.963509,173656.973273,274797.789855,521532.793495,358629.707379,0.024217,6.753798,2100.0,1048576.0,1048576.0,250322.963509,1.0
dsr1,gb200,dynamo-sglang,fp8,72,8192,1024,1024,37,263394.267073,91100.988371,288099.456732,1114112.048545,856599.785687,0.032079,22.133976,2100.0,8388608.0,1048576.0,250322.963509,1.052218
dsr1,gb200,dynamo-sglang,fp8,72,8192,1024,128,42,62836.111061,21089.649789,64285.940782,259837.869535,196627.458915,0.032521,0.822718,2100.0,1048576.0,131072.0,,
dsr1,gb200,dynamo-sglang,fp8,72,1024,1024,2048,45,627478.188,420842.775208,658984.825318,1298730.369695,860097.027815,0.025045,1.039187,2100.0,2097152.0,2097152.0,627478.188,1.0
dsr1,gb200,dynamo-sglang,fp8,72,8192,1024,2048,37,302699.923027,104179.092132,321236.524324,1275130.317104,970756.553289,0.032048,64.229956,2100.0,16777216.0,2097152.0,627478.188,0.482407
dsr1,gb200,dynamo-sglang,fp8,72,8192,1024,256,41,130486.288925,43458.006978,134062.156327,539832.665882,406611.831051,0.031902,0.884934,2100.0,2097152.0,262144.0,,
dsr1,gb200,dynamo-sglang,fp8,72,8192,1024,384,41,180639.811574,60383.759586,187985.531907,749325.496221,572055.468756,0.03188,1.124268,2100.0,3145728.0,393216.0,,
dsr1,gb200,dynamo-sglang,fp8,72,1024,1024,4096,45,1024828.070666,706416.835915,1088381.396233,2145949.807007,1442235.013245,0.030645,1.148393,2100.0,4194304.0,4194304.0,1024828.070666,1.0
dsr1,gb200,dynamo-sglang,fp8,72,8192,1024,4096,36,328893.63377,111163.838744,342410.089039,1363084.950847,1038672.990356,0.032057,155.753655,2100.0,33554432.0,4194304.0,1024828.070666,0.320926
dsr1,gb200,dynamo-sglang,fp8,72,8192,1024,448,41,184192.206126,62123.20665,211729.58853,804852.918676,612249.922931,0.031941,1.571289,2100.0,3670016.0,458752.0,,
dsr1,gb200,dynamo-sglang,fp8,72,1024,1024,4608,41,1125874.697631,766883.602911,1176686.522,2330808.792506,1575876.886035,0.031844,1.122526,2100.0,4718592.0,4718592.0,1125874.697631,1.0
dsr1,gb200,dynamo-sglang,fp8,72,1024,1024,4864,41,1126550.489468,793015.978452,1216776.443327,2442213.22505,1624462.06958,0.032644,1.182247,2100.0,4980736.0,4980736.0,1126550.489468,1.0
dsr1,gb200,dynamo-sglang,fp8,72,1024,1024,4992,41,1187235.620835,796648.16561,1229725.463026,2456627.723079,1645359.283935,0.033026,1.219613,2100.0,5111808.0,5111808.0,1187235.620835,1.0
dsr1,gb200,dynamo-sglang,fp8,72,8192,1024,512,39,198986.330967,67974.88355,213211.266561,820831.361809,643488.921003,0.032075,5.401154,2100.0,4194304.0,524288.0,,
dsr1,gb200,dynamo-sglang,fp8,72,1024,1024,5120,41,1199236.023372,819198.463139,1245606.055134,2499219.791336,1668383.26558,0.033682,1.192938,2100.0,5242880.0,5242880.0,1199236.023372,1.0
dsr1,gb200,dynamo-sglang,fp8,72,1024,1024,5376,41,1218418.14961,819152.081351,1267015.370439,2535476.361927,1695090.423552,0.034842,1.217037,2100.0,5505024.0,5505024.0,1218418.14961,1.0
dsr1,gb200,dynamo-sglang,fp8,72,1024,1024,5632,41,1185978.443841,849094.421728,1288100.325727,2523189.245605,1730640.738333,0.035936,1.269801,2100.0,5767168.0,5767168.0,1185978.443841,1.0
dsr1,gb200,dynamo-sglang,fp8,72,8192,1024,576,38,209731.501098,71629.287794,227354.882811,864401.088314,676081.405368,0.032106,10.189289,2100.0,4718592.0,589824.0,,
dsr1,gb200,dynamo-sglang,fp8,72,1024,1024,6144,41,1266694.526234,862527.923877,1336228.979836,2640729.673016,1782722.443889,0.037777,1.339115,2100.0,6291456.0,6291456.0,1266694.526234,1.0
dsr1,gb200,dynamo-sglang,fp8,72,1024,1024,8192,41,1395936.934075,956008.064551,1481279.499818,2925790.895287,1972130.186817,0.040975,6.087724,2100.0,8388608.0,8388608.0,1395936.934075,1.0
dsr1,gb200,dynamo-trt,fp4,12,1024,1024,2252,44,3420174.921215,2276289.710183,3436084.318572,6841025.676607,4568247.047095,0.031905,3.106001,2100.0,2306048.0,2306048.0,3420174.921215,1.0
dsr1,gb200,dynamo-trt,fp4,12,1024,1024,4300,44,3643595.251121,2425582.318077,3675306.948983,7299614.919535,4868776.217752,0.054033,9.537219,2100.0,4403200.0,4403200.0,3643595.251121,1.0
dsr1,gb200,dynamo-trt,fp4,16,1024,1024,1075,18,1478901.466433,1306412.27391,1667511.188977,5913671.88288,2365855.549723,0.01786,1.396045,2100.0,1100800.0,1100800.0,1478901.466433,1.0
dsr1,gb200,dynamo-trt,fp4,16,8192,1024,1075,18,1277857.778295,1126435.124887,1478818.57903,5936134.344351,4174367.873476,0.021151,1.179935,2100.0,8806400.0,1100800.0,1478901.466433,0.864059
dsr1,gb200,dynamo-trt,fp4,20,1024,1024,1075,45,1320718.472784,1058314.08614,1339461.812783,5277031.041018,2124736.173706,0.020241,0.952316,2100.0,1100800.0,1100800.0,1320718.472784,1.0
dsr1,gb200,dynamo-trt,fp4,20,1024,1024,512,43,1114911.098519,901296.611109,1129865.753924,4464998.239245,1803034.126291,0.011607,0.349331,2100.0,524288.0,524288.0,1114911.098519,1.0
dsr1,gb200,dynamo-trt,fp4,24,8192,1024,12,18,34890.080214,27159.756455,43456.537475,1674066.535431,269058.145245,0.006502,0.242092,2100.0,98304.0,12288.0,,
dsr1,gb200,dynamo-trt,fp4,24,1024,1024,2048,44,2176684.960318,1464230.147115,2203980.777632,4353547.877819,2924843.669543,0.024288,0.564369,2100.0,2097152.0,2097152.0,2176684.960318,1.0
dsr1,gb200,dynamo-trt,fp4,24,1024,1024,2150,45,2776704.355221,1853928.527189,2829364.407223,5569355.220391,3756006.957527,0.019251,0.993261,2100.0,2201600.0,2201600.0,2776704.355221,1.0
dsr1,gb200,dynamo-trt,fp4,24,8192,1024,24,18,58367.045465,46686.38496,71377.960638,2801931.484348,450304.822448,0.007501,0.375938,2100.0,196608.0,24576.0,,
dsr1,gb200,dynamo-trt,fp4,24,8192,1024,3,18,11692.590748,8559.334555,15301.957789,549840.926137,88570.924375,0.005181,0.21595,2100.0,24576.0,3072.0,,
dsr1,gb200,dynamo-trt,fp4,24,1024,1024,4300,44,3123964.662052,2085798.727705,3142379.168477,6254860.398584,4180276.365361,0.033488,2.822427,2100.0,4403200.0,4403200.0,3123964.662052,1.0
dsr1,gb200,dynamo-trt,fp4,24,8192,1024,6,18,20486.061196,14936.168334,26351.852456,974452.935455,156767.043233,0.005696,0.23043,2100.0,49152.0,6144.0,,
dsr1,gb200,dynamo-trt,fp4,28,8192,1024,102,43,130723.925633,112054.285608,131112.933192,6303538.82585,1013625.525054,0.013043,1.016107,2100.0,835584.0,104448.0,,
dsr1,gb200,dynamo-trt,fp4,28,8192,1024,12,43,26622.867376,22935.832542,26859.852657,1279580.951202,206684.721363,0.008002,0.460381,2100.0,98304.0,12288.0,,
dsr1,gb200,dynamo-trt,fp4,28,8192,1024,2150,43,2019100.023825,575921.223719,2118129.839733,6461120.830892,5199174.533655,0.055411,2.766055,2100.0,17612800.0,2201600.0,,
dsr1,gb200,dynamo-trt,fp4,28,8192,1024,24,43,46395.66149,39948.747297,46739.425524,2231443.636422,359736.922354,0.009133,0.587362,2100.0,196608.0,24576.0,,
dsr1,gb200,dynamo-trt,fp4,28,8192,1024,3,43,8267.781487,7152.020975,8417.382101,390639.576535,63617.184141,0.006574,0.326954,2100.0,24576.0,3072.0,,
dsr1,gb200,dynamo-trt,fp4,28,8192,1024,48,43,78445.680889,67250.940976,78692.080777,3735895.223959,601599.341836,0.010671,0.626546,2100.0,393216.0,49152.0,,
dsr1,gb200,dynamo-trt,fp4,28,8192,1024,54,43,119090.003051,102340.107812,120875.855085,5714421.304809,921403.035141,0.007156,1.049147,2100.0,442368.0,55296.0,,
dsr1,gb200,dynamo-trt,fp4,28,8192,1024,6,43,14583.808103,12563.917988,14973.618651,694198.40584,113094.324903,0.007224,0.354363,2100.0,49152.0,6144.0,,
dsr1,gb200,dynamo-trt,fp4,32,1024,1024,16,18,35611.472729,29936.315332,46710.049976,287650.660331,63615.826907,0.006366,0.167663,2100.0,16384.0,16384.0,35611.472729,1.0
dsr1,gb200,dynamo-trt,fp4,32,8192,1024,2150,43,2448898.58437,613157.937759,2458531.58759,6527950.309723,5519536.049773,0.045034,2.351857,2100.0,17612800.0,2201600.0,,
dsr1,gb200,dynamo-trt,fp4,32,1024,1024,32,18,61223.582215,51953.236081,78865.067036,492447.254849,109137.323619,0.007359,0.192617,2100.0,32768.0,32768.0,61223.582215,1.0
dsr1,gb200,dynamo-trt,fp4,32,1024,1024,4,20,13169.728595,8618.913085,14088.091191,104539.948651,23321.975268,0.003639,0.132914,2100.0,4096.0,4096.0,13169.728595,1.0
dsr1,gb200,dynamo-trt,fp4,32,8192,1024,538,17,634666.150444,394115.277865,647596.428206,5209350.656719,2856995.21717,0.010542,0.744289,2100.0,4407296.0,550912.0,,
dsr1,gb200,dynamo-trt,fp4,32,1024,1024,64,18,101540.918809,88655.926499,129916.168609,807806.922902,180014.919264,0.008841,0.214062,2100.0,65536.0,65536.0,101540.918809,1.0
dsr1,gb200,dynamo-trt,fp4,32,1024,1024,8,20,25304.938423,16339.167781,27906.6257,202146.26011,44953.974166,0.004249,0.148058,2100.0,8192.0,8192.0,25304.938423,1.0
dsr1,gb200,dynamo-trt,fp4,36,1024,1024,1075,42,750360.01618,667837.778185,752913.836305,6002329.951192,1336661.438074,0.017957,0.874799,2100.0,1100800.0,1100800.0,750360.01618,1.0
dsr1,gb200,dynamo-trt,fp4,36,1024,1024,128,43,145147.922263,131156.128428,149286.262705,1164978.587778,264008.98756,0.011833,0.216978,2100.0,131072.0,131072.0,145147.922263,1.0
dsr1,gb200,dynamo-trt,fp4,36,1024,1024,144,45,229933.057396,204673.392096,231116.9175,1848930.239465,411023.011978,0.007774,0.766489,2100.0,147456.0,147456.0,229933.057396,1.0
dsr1,gb200,dynamo-trt,fp4,36,1024,1024,16,45,30165.02129,26837.506926,30287.963737,243603.279174,53975.897679,0.007482,0.155573,2100.0,16384.0,16384.0,30165.02129,1.0
dsr1,gb200,dynamo-trt,fp4,36,1024,1024,256,43,236038.773632,212535.024809,242998.481991,1900725.466519,429379.232358,0.014096,0.231373,2100.0,262144.0,262144.0,236038.773632,1.0
dsr1,gb200,dynamo-trt,fp4,36,1024,1024,32,45,52637.467537,46798.796151,52907.039604,422868.989039,93942.586621,0.008431,0.184628,2100.0,32768.0,32768.0,52637.467537,1.0
dsr1,gb200,dynamo-trt,fp4,36,1024,1024,4,45,8676.712227,7793.484944,8874.535165,68546.30285,15555.908872,0.006254,0.135902,2100.0,4096.0,4096.0,8676.712227,1.0
dsr1,gb200,dynamo-trt,fp4,36,1024,1024,512,45,645532.2416,582842.75724,666936.053513,5192846.546798,1172700.595769,0.009529,0.417239,2100.0,524288.0,524288.0,645532.2416,1.0
dsr1,gb200,dynamo-trt,fp4,36,1024,1024,564,43,425446.588088,378435.984296,426804.993363,3403399.368134,757698.890463,0.016695,1.226295,2100.0,577536.0,577536.0,425446.588088,1.0
dsr1,gb200,dynamo-trt,fp4,36,1024,1024,64,45,89485.641817,79660.818075,89896.25156,711607.577845,158915.218536,0.010012,0.208166,2100.0,65536.0,65536.0,89485.641817,1.0
dsr1,gb200,dynamo-trt,fp4,36,1024,1024,8,45,16337.632521,14538.460497,16489.595697,130503.400434,29109.890481,0.006682,0.139494,2100.0,8192.0,8192.0,16337.632521,1.0
dsr1,gb200,dynamo-trt,fp4,40,8192,1024,1075,42,1127970.735197,453607.737257,1137853.401548,6021971.460259,4083196.268581,0.023869,1.186349,2100.0,8806400.0,1100800.0,,
dsr1,gb200,dynamo-trt,fp4,48,8192,1024,1075,42,1475525.797892,492241.679282,1486493.468211,5910994.766282,4447379.027891,0.018358,0.997313,2100.0,8806400.0,1100800.0,,
dsr1,gb200,dynamo-trt,fp4,48,8192,1024,2150,41,1622502.348165,544668.554564,1643194.336035,6492379.543706,4900953.389966,0.032902,1.856489,2100.0,17612800.0,2201600.0,,
dsr1,gb200,dynamo-trt,fp4,48,8192,1024,256,42,217197.417125,145398.877943,218466.310287,3488444.038481,1311991.125676,0.015385,0.642216,2100.0,2097152.0,262144.0,,
dsr1,gb200,dynamo-trt,fp4,48,8192,1024,538,42,390925.405377,261091.082379,393404.368624,6268707.483699,2355176.752041,0.017107,0.915588,2100.0,4407296.0,550912.0,,
dsr1,gb200,dynamo-trt,fp4,52,8192,1024,128,42,199423.70404,122028.036646,204943.507494,2578958.236919,1121763.370993,0.008136,0.520917,2100.0,1048576.0,131072.0,,
dsr1,gb200,dynamo-trt,fp4,52,8192,1024,269,42,368452.616185,227025.160685,372185.562564,4732700.007601,2051238.270263,0.009133,0.699176,2100.0,2203648.0,275456.0,,
dsr1,gb200,dynamo-trt,fp4,64,8192,1024,538,41,641364.142808,321887.629172,649100.179405,5138857.360855,2908299.109251,0.010451,0.738099,2100.0,4407296.0,550912.0,,
dsr1,gb200,dynamo-trt,fp4,8,8192,1024,2150,17,2126979.684264,2119630.141492,2457241.763972,6556104.760791,5452947.553386,0.045412,2.591398,2100.0,17612800.0,2201600.0,,
dsr1,h200,sglang,fp8,8,1024,1024,16,60,62681.212536,60410.544596,65198.482865,63522.093492,126029.687865,0.018014,0.129095,1730.0,16384.0,16384.0,62681.212536,1.0
dsr1,h200,sglang,fp8,8,1024,8192,16,58,66893.481691,63146.878686,67267.780122,8396.891607,75285.965163,0.016899,0.130601,1730.0,16384.0,131072.0,62681.212536,1.067201
dsr1,h200,sglang,fp8,8,8192,1024,16,58,49572.91744,47156.876504,49811.600589,397954.400378,447383.171944,0.022206,0.349409,1730.0,131072.0,16384.0,62681.212536,0.790874
dsr1,h200,sglang,fp8,8,1024,1024,32,59,88315.900021,85091.162079,91850.135523,88036.533734,176352.433755,0.025735,0.141369,1730.0,32768.0,32768.0,88315.900021,1.0
dsr1,h200,sglang,fp8,8,1024,8192,32,56,94104.825589,90941.451811,94865.317632,11690.314895,105788.902077,0.024007,0.145933,1730.0,32768.0,262144.0,88315.900021,1.065548
dsr1,h200,sglang,fp8,8,8192,1024,32,58,63873.389307,61539.270128,64361.180716,507586.202348,571176.184912,0.034978,0.376151,1730.0,262144.0,32768.0,88315.900021,0.723238
dsr1,h200,sglang,fp8,8,1024,1024,4,60,23671.485595,22288.313632,24115.19841,23977.723921,47574.469278,0.011681,0.120354,1730.0,4096.0,4096.0,23671.485595,1.0
dsr1,h200,sglang,fp8,8,1024,8192,4,57,24125.292018,22695.497786,24257.532474,3080.7168,27203.886645,0.011835,0.123229,1730.0,4096.0,32768.0,23671.485595,1.019171
dsr1,h200,sglang,fp8,8,8192,1024,4,58,21168.64648,19937.477321,21280.657826,169224.437548,190293.507159,0.013008,0.340503,1730.0,32768.0,4096.0,23671.485595,0.894268
dsr1,h200,sglang,fp8,8,1024,1024,64,59,139742.135901,132528.436186,142241.860301,139805.142452,279547.278353,0.032577,0.151166,1730.0,65536.0,65536.0,139742.135901,1.0
dsr1,h200,sglang,fp8,8,1024,8192,64,56,143932.028779,139685.963095,145213.986812,18005.808455,161903.246412,0.031567,0.165757,1730.0,65536.0,524288.0,139742.135901,1.029983
dsr1,h200,sglang,fp8,8,8192,1024,64,58,83245.099012,80038.181924,83995.869644,667771.923978,750352.84008,0.053083,0.708193,1730.0,524288.0,65536.0,139742.135901,0.595705
dsr1,h200,sglang,fp8,8,1024,1024,8,60,40796.224461,38928.317675,41750.67358,40527.813569,81291.112548,0.013704,0.123539,1730.0,8192.0,8192.0,40796.224461,1.0
dsr1,h200,sglang,fp8,8,1024,8192,8,57,42325.279303,40094.151782,42482.961394,5305.4992,47630.104206,0.013308,0.123923,1730.0,8192.0,65536.0,40796.224461,1.03748
dsr1,h200,sglang,fp8,8,8192,1024,8,58,35315.1472,33119.562866,35499.321303,278990.8189,314144.561917,0.015642,0.347386,1730.0,65536.0,8192.0,40796.224461,0.865647
dsr1,h200,trt,fp8,64,1024,1024,16,40,55083.421481,54430.327372,55857.672492,55669.803209,110753.22469,0.019989,0.113157,1730.0,16384.0,16384.0,55083.421481,1.0
dsr1,h200,trt,fp8,64,1024,8192,16,40,57568.170618,57309.619552,58142.071233,7220.535158,64790.696763,0.019593,0.114911,1730.0,16384.0,131072.0,55083.421481,1.045109
dsr1,h200,trt,fp8,64,8192,1024,16,40,43544.246114,43319.690743,43732.164253,349477.71145,392975.922183,0.025262,0.402819,1730.0,131072.0,16384.0,55083.421481,0.790515
dsr1,h200,trt,fp8,64,1024,1024,32,40,85539.746799,84069.533232,86354.733472,85269.162211,170808.90901,0.02591,0.124845,1730.0,32768.0,32768.0,85539.746799,1.0
dsr1,h200,trt,fp8,64,1024,8192,32,40,89279.727064,88992.717889,89715.225648,11084.882731,100364.718226,0.025278,0.127383,1730.0,32768.0,262144.0,85539.746799,1.043722
