group,ticker,company,member_role,mean_corr_to_group,median_corr_to_group,max_corr_to_peer,strong_link_count,pc1_loading,best_coupled_peer,best_coupled_peer_company,ticker_x,db_ticker_x,financial_year,financial_quarter,financial_period,revenue_usd_m,operating_income_usd_m,net_income_usd_m,db_ticker_y,market_cap_date,market_cap_usd_b,db_ticker,financial_currency,has_financial_metric,fx_rate_local_per_usd,financial_fx_normalized,revenue_usd_m_reported,operating_income_usd_m_reported,net_income_usd_m_reported,mixed_financial_currency,missing_fx_rate,market_cap_usd_b_share_of_group,revenue_usd_m_share_of_group,operating_income_usd_m_share_of_group,net_income_usd_m_share_of_group
Hyperscalers,MSFT,Microsoft,partial / bridge,0.45020443472247396,0.5727073625415138,0.6488166677175947,0,0.497808705089342,AMZN,Amazon,MSFT,MSFT,2025.0,4.0,2025-Q4,81273.0,38275.0,38458.0,,,,MSFT,USD,True,1.0,True,81273.0,38275.0,38458.0,False,False,,0.11456760677146108,0.3074198419327893,0.32976342573934814
Hyperscalers,AMZN,Amazon,partial / bridge,0.41857627215043136,0.41356167823655837,0.6488166677175947,0,0.47582420966340666,MSFT,Microsoft,AMZN,AMZN,2025.0,4.0,2025-Q4,213386.0,24977.0,21192.0,,,,AMZN,USD,True,1.0,True,213386.0,24977.0,21192.0,False,False,,0.300802521606622,0.20061202852920387,0.1817137271378716
Hyperscalers,GOOGL,Google,partial / bridge,0.3933856850603407,0.2928456974349023,0.628249820006544,0,0.45103392454089136,AMZN,Amazon,GOOGL,GOOGL,2025.0,4.0,2025-Q4,113829.0,35934.0,34455.0,,,,GOOGL,USD,True,1.0,True,113829.0,35934.0,34455.0,False,False,,0.16046062174631973,0.28861723318126326,0.2954391500818878
Hyperscalers,BABA,Alibaba Group,partial / bridge,0.3104735244068267,0.21267206778929193,0.7025906497109765,1,0.3149696717695293,TCEHY,TCEHY,BABA,BABA,2025.0,4.0,2025-Q4,284843.0,20160.0,16383.0,,,,BABA,USD,True,1.0,True,284843.0,20160.0,16383.0,False,False,,0.40153286842620906,0.16192250851378268,0.14047829330406525
Hyperscalers,ORCL,Oracle,partial / bridge,0.30832515769347496,0.2928456974349023,0.6213525692519775,0,0.3789793056494253,MSFT,Microsoft,ORCL,ORCL,2025.0,4.0,2025-Q4,16058.0,5158.0,6135.0,,,,ORCL,USD,True,1.0,True,16058.0,5158.0,6135.0,False,False,,0.022636381449388135,0.04142838784296087,0.05260540373682721
Hyperscalers,TCEHY,TCEHY,partial / bridge,0.27004076702864876,0.19842467065056674,0.7025906497109765,1,0.28198405150572425,BABA,Alibaba Group,TCEHY,TCEHY,,,,,,,,,,TCEHY,USD,False,,False,,,,False,False,,,,
NAND,WDC,Western Digital,coupling core,0.7144824647275747,0.7144824647275747,0.7248007761451791,2,0.5981614462553592,285A.T,Kioxia Holdings,WDC,WDC,2025.0,4.0,2025-Q4,3017.0,963.0,1842.0,,,,WDC,USD,True,1.0,True,3017.0,963.0,1842.0,True,False,,0.516432728517631,0.5323383084577115,0.7564681724845996
NAND,285A.T,Kioxia Holdings,coupling core,0.7093721525635668,0.7093721525635668,0.7248007761451791,2,0.5407598037593867,WDC,Western Digital,285A.T,285A.T,,,,,,,,,,285A.T,JPY,False,,False,,,,True,False,,,,
NAND,STX,Seagate Technology,coupling core,0.6990538411459625,0.6990538411459625,0.7041641533099704,2,0.5914234682964539,WDC,Western Digital,STX,STX,2025.0,4.0,2025-Q4,2825.0,846.0,593.0,,,,STX,USD,True,1.0,True,2825.0,846.0,593.0,True,False,,0.48356727148236905,0.46766169154228854,0.24353182751540042
Neocloud,IREN,IREN,coupling core,0.664109533564664,0.664109533564664,0.664109533564664,1,0.7071067811865475,NBIS,Nebius Group,IREN,IREN,2025.0,4.0,2025-Q4,184.692,-84.655,-155.407,,,,IREN,USD,True,1.0,True,184.692,-84.655,-155.407,False,False,,0.4478554385148112,0.25296200564760724,0.36634708998201354
Neocloud,NBIS,Nebius Group,coupling core,0.664109533564664,0.664109533564664,0.664109533564664,1,0.7071067811865475,IREN,IREN,NBIS,NBIS,2025.0,4.0,2025-Q4,227.7,-250.0,-268.8,,,,NBIS,USD,True,1.0,True,227.7,-250.0,-268.8,False,False,,0.5521445614851889,0.7470379943523928,0.6336529100179865
OSAT / packiging,ASX,ASX,partial / bridge,0.4740888382956103,0.45305344580609863,0.6244868118180023,0,0.4816260413725333,AMKR,Amkor Technology,ASX,ASX,2025.0,4.0,2025-Q4,177915.71,18469.932,14070.755,,,,ASX,USD,True,1.0,True,177915.71,18469.932,14070.755,True,False,,0.9725487368520737,0.9761967354663107,0.9728934532782647
OSAT / packiging,2449.TW,King Yuan Electronics,partial / bridge,0.3934495599972882,0.3626673134183356,0.6158843338444853,0,0.42078487494127337,ASX,ASX,2449.TW,2449.TW,2025.0,4.0,2025-Q4,306.63544615384615,86.50966153846153,69.16818461538462,,,,2449.TW,TWD,True,32.5,True,9965.652,2811.564,2247.966,True,False,,0.0016761752845265612,0.004572320525064282,0.00478249205443845
OSAT / packiging,600584.SS,JCET Group,partial / bridge,0.3815135202921667,0.3566998256020425,0.6877493662468449,1,0.3981182276466485,002156.SZ,Tongfu Microelectronics,600584.SS,600584.SS,2025.0,4.0,2025-Q4,1416.9966184055556,94.50139965972222,84.92910327083334,,,,600584.SS,CNY,True,7.2,True,10202.37565252,680.41007755,611.48954355,True,False,,0.007745793057588804,0.004994710204932967,0.005872248402092667
OSAT / packiging,AMKR,Amkor Technology,partial / bridge,0.3681983849220366,0.3778857667956547,0.6244868118180023,0,0.3994140048754174,ASX,ASX,AMKR,AMKR,2025.0,4.0,2025-Q4,1888.046,184.968,171.761,,,,AMKR,USD,True,1.0,True,1888.046,184.968,171.761,True,False,,0.010320711714657522,0.009776167977539524,0.011876061549542155
OSAT / packiging,002156.SZ,Tongfu Microelectronics,partial / bridge,0.35377869740050927,0.2835264955219341,0.6877493662468449,1,0.3750359615204967,600584.SS,JCET Group,002156.SZ,002156.SZ,2025.0,4.0,2025-Q4,1084.050800936111,50.07768506805556,49.75236993888888,,,,002156.SZ,CNY,True,7.2,True,7805.1657667399995,360.55933249000003,358.21706356,True,False,,0.005925796193792519,0.0026467705827582823,0.0034400254285305468
OSAT / packiging,067310.KQ,Hana Micron,weakly coupled,0.33504769416537367,0.3268536887511543,0.45305344580609863,0,0.3637235246499027,ASX,ASX,067310.KQ,067310.KQ,2025.0,4.0,2025-Q4,326.13871634782606,34.308084246376815,16.425671057971016,,,,067310.KQ,KRW,True,1380.0,True,450071.42856,47345.15626,22667.42606,True,False,,0.0017827868973607501,0.001813295243394302,0.0011357192871315198
Server EMS,FLEX,Flex Ltd,partial / bridge,0.4279274587213385,0.4606366173334629,0.5260003117650953,0,0.5328133124931518,SANM,Sanmina,FLEX,FLEX,2025.0,4.0,2025-Q4,7058.0,394.0,239.0,,,,FLEX,USD,True,1.0,True,7058.0,394.0,239.0,True,False,,0.06441249189015515,0.0966079636520145,0.0900969034418276
Server EMS,CLS,Celestica,partial / bridge,0.3527342996765728,0.3679343137987393,0.4791099025126763,0,0.46700908315001394,SANM,Sanmina,CLS,CLS,2025.0,4.0,2025-Q4,3654.9,320.8,267.5,,,,CLS,USD,True,1.0,True,3654.9,320.8,267.5,True,False,,0.03335523046320885,0.07865947903443211,0.10084067644639699
Server EMS,SANM,Sanmina,weakly coupled,0.3486350964892002,0.38845007247672775,0.5260003117650953,0,0.4738918774073165,FLEX,Flex Ltd,SANM,SANM,2025.0,4.0,2025-Q4,3189.693,117.631,49.286,,,,SANM,USD,True,1.0,True,3189.693,117.631,49.286,True,False,,0.0291096733486235,0.028842871503426695,0.018579564782568683
Server EMS,2317.TW,Hon Hai Precision Industry (Foxconn),weakly coupled,0.33309991417325346,0.3063611825167726,0.4525409493644579,0,0.43122370197433274,FLEX,Flex Ltd,2317.TW,2317.TW,2025.0,4.0,2025-Q4,80196.06236923076,2633.556461538462,1391.1524615384617,,,,2317.TW,TWD,True,32.5,True,2606372.027,85590.585,45212.455,True,False,,0.7318827170558874,0.6457424540909534,0.5244289916321823
Server EMS,002475.SZ,Luxshare Precision,weakly coupled,0.21674175222012138,0.23019747852473466,0.314932122592766,0,0.2957787985444184,2317.TW,Hon Hai Precision Industry (Foxconn),002475.SZ,002475.SZ,2025.0,4.0,2025-Q4,15476.36327833611,612.3512706513887,705.7609195708334,,,,002475.SZ,CNY,True,7.2,True,111429.81560402,4408.929148689999,5081.47862091,True,False,,0.14123988724212522,0.15014723171917324,0.2660538636970244
Server Networking,CRDO,Credo Technology,partial / bridge,0.441871560244446,0.47242652375082816,0.6162857214013303,0,0.33945947832318735,AVGO,Broadcom,CRDO,CRDO,2025.0,4.0,2025-Q4,268.027,78.796,82.636,,,,CRDO,USD,True,1.0,True,268.027,78.796,82.636,True,False,,0.0053327638846031224,0.005555891881418037,0.005839576583746369
Server Networking,COHR,Coherent Corp,partial / bridge,0.40433321924385307,0.4105238959785108,0.5578523676639361,0,0.3136213025769565,SMTC,Semtech,COHR,COHR,2025.0,4.0,2025-Q4,1685.629,198.624,146.717,,,,COHR,USD,True,1.0,True,1685.629,198.624,146.717,True,False,,0.03353789526443111,0.014004942751596224,0.010367940820435599
Server Networking,SMTC,Semtech,partial / bridge,0.38701846521247735,0.40277602225658415,0.5578523676639361,0,0.2511270595887734,COHR,Coherent Corp,SMTC,SMTC,2025.0,4.0,2025-Q4,266.971,31.813,-2.862,,,,SMTC,USD,True,1.0,True,266.971,31.813,-2.862,True,False,,0.00531175331976398,0.0022431289459306563,
Server Networking,MTSI,MACOM Technology,partial / bridge,0.3797141785694532,0.3797439311327711,0.5292442060954059,0,0.304566380197451,SMTC,Semtech,MTSI,MTSI,2025.0,4.0,2025-Q4,271.612,43.297,48.767,,,,MTSI,USD,True,1.0,True,271.612,43.297,48.767,True,False,,0.005404092364667826,0.003052863734069708,0.0034461812195599887
Server Networking,AVGO,Broadcom,partial / bridge,0.37280598001038706,0.39299962987890213,0.6162857214013303,0,0.257663364324736,CRDO,Credo Technology,AVGO,AVGO,2025.0,4.0,2025-Q4,18015.0,7654.0,8518.0,,,,AVGO,USD,True,1.0,True,18015.0,7654.0,8518.0,True,False,,0.35843307346321546,0.5396821724500438,0.6019351534482741
Server Networking,CSCO,Cisco,partial / bridge,0.3674475123474803,0.4010689862658865,0.5411237243114121,0,0.24771142207499725,ANET,Arista Networks,CSCO,CSCO,2025.0,4.0,2025-Q4,14883.0,3510.0,2860.0,,,,CSCO,USD,True,1.0,True,14883.0,3510.0,2860.0,True,False,,0.29611764820166725,0.24748947286381678,0.20210548706997697
Server Networking,ALAB,Astera Labs,partial / bridge,0.3672892454694399,0.42931999769648077,0.632342354244791,0,0.2622384324103315,2345.TW,Accton Technology,ALAB,ALAB,2025.0,4.0,2025-Q4,270.583,66.958,44.982,,,,ALAB,USD,True,1.0,True,270.583,66.958,44.982,True,False,,0.005383619001770593,0.004721196616528617,0.00317870944733626
Server Networking,FN,Fabrinet,partial / bridge,0.35662220303964465,0.40277602225658415,0.5504112781089954,0,0.2624465285607061,CRDO,Credo Technology,FN,FN,2025.0,4.0,2025-Q4,1132.888,114.401,112.628,,,,FN,USD,True,1.0,True,1132.888,114.401,112.628,True,False,,0.022540356798756326,0.00806639406982721,0.007958998880320757
Server Networking,ANET,Arista Networks,partial / bridge,0.35311839732694467,0.3149867399878633,0.5411237243114121,0,0.29842261970481326,CSCO,Cisco,ANET,ANET,2025.0,4.0,2025-Q4,2487.8,1032.9,955.8,,,,ANET,USD,True,1.0,True,2487.8,1032.9,955.8,True,False,,0.04949818485494241,0.07282959445043771,0.06754280578373566
Server Networking,2345.TW,Accton Technology,partial / bridge,0.2680009553397762,0.24405429131392206,0.632342354244791,0,0.3078216905399444,ALAB,Astera Labs,2345.TW,2345.TW,2025.0,4.0,2025-Q4,2215.931723076923,279.8067692307692,257.1075076923077,,,,2345.TW,TWD,True,32.5,True,72017.781,9093.72,8355.994,True,False,,0.04408899351024704,0.01972912530502869,0.01816882450052507
Server Networking,300308.SZ,Zhongji Innolight,partial / bridge,0.2064643444417818,0.18162967577949843,0.551371915380435,0,0.16851102535112616,ALAB,Astera Labs,300308.SZ,300308.SZ,2025.0,4.0,2025-Q4,1838.2131651875,682.2776460486111,509.07248107638884,,,,300308.SZ,CNY,True,7.2,True,13235.13478935,4912.39905155,3665.32186375,True,False,,0.0365737659993728,0.0481072749194691,0.03597424536428853
Server Networking,AAOI,Applied Optoelectronics,weakly coupled,0.3296576159847397,0.31298063803648796,0.4979155162488919,0,0.267307368959038,MTSI,MACOM Technology,AAOI,AAOI,2025.0,4.0,2025-Q4,134.274,-11.352,-2.022,,,,AAOI,USD,True,1.0,True,134.274,-11.352,-2.022,True,False,,0.0026715649462225807,,
Server Networking,LITE,Lumentum,weakly coupled,0.32923181191925593,0.3510336522273735,0.52621688663576,0,0.23766598366555555,FN,Fabrinet,LITE,LITE,2025.0,4.0,2025-Q4,665.5,63.9,78.2,,,,LITE,USD,True,1.0,True,665.5,63.9,78.2,True,False,,0.013241033049668048,0.004505577582905382,0.0055261010800252445
Server Networking,NOK,Nokia,weakly coupled,0.23792448428952856,0.25638817588261065,0.40485913662848866,0,0.15824145897737388,CSCO,Cisco,NOK,NOK,2025.0,4.0,2025-Q4,6125.0,437.0,542.0,,,,NOK,USD,True,1.0,True,6125.0,437.0,542.0,True,False,,0.12186525534067137,0.030812791920651835,0.038301109787387246
Server ODM,3231.TW,Wistron,coupling core,0.5101039556224131,0.4908428936504913,0.7083296305010188,2,0.4358142606243202,2382.TW,Quanta Computer,3231.TW,3231.TW,2025.0,4.0,2025-Q4,22182.79486153846,783.806923076923,251.27723076923078,,,,3231.TW,TWD,True,32.5,True,720940.833,25473.725,8166.51,False,False,,0.33782918682903934,0.33360740056433613,0.15538906661299362
Server ODM,2382.TW,Quanta Computer,coupling core,0.5055984448329304,0.5121574899159438,0.7083296305010188,1,0.4373968270114438,3231.TW,Wistron,2382.TW,2382.TW,2025.0,4.0,2025-Q4,19650.382276923076,739.0323692307692,682.993323076923,,,,2382.TW,TWD,True,32.5,True,638637.424,24018.552,22197.283,False,False,,0.29926223034243427,0.3145502551369828,0.4223609701958941
Server ODM,2356.TW,Inventec,partial / bridge,0.4932499137181728,0.5287560973538997,0.654106262219195,1,0.43063992278385327,3231.TW,Wistron,2356.TW,2356.TW,2025.0,4.0,2025-Q4,5270.556215384615,78.19224615384616,63.79393846153846,,,,2356.TW,TWD,True,32.5,True,171293.077,2541.248,2073.303,False,False,,0.0802670597413006,0.033280532763438335,0.03944997532310859
Server ODM,2376.TW,GIGABYTE,partial / bridge,0.4537041908409564,0.4618662807113112,0.5316968421651929,0,0.3958494107785342,2382.TW,Quanta Computer,2376.TW,2376.TW,2025.0,4.0,2025-Q4,2749.219692307692,123.67255384615385,91.34156923076924,,,,2376.TW,TWD,True,32.5,True,89349.64,4019.358,2968.601,False,False,,0.04186878429268745,0.05263806429242167,0.056485345458023015
Server ODM,2324.TW,Compal Electronics,partial / bridge,0.3970658412889984,0.44574900993975375,0.5748315843058144,0,0.3565983644138583,2356.TW,Inventec,2324.TW,2324.TW,2025.0,4.0,2025-Q4,5872.376338461539,81.06147692307692,43.3496,,,,2324.TW,TWD,True,32.5,True,190852.231,2634.498,1408.862,False,False,,0.0894323792632758,0.03450174756820774,0.026807259302506877
Server ODM,3706.TW,MiTAC Holdings,weakly coupled,0.3151200535668617,0.3121046476654165,0.38447282996894144,0,0.2878508223781589,3231.TW,Wistron,3706.TW,3706.TW,2025.0,4.0,2025-Q4,939.2561846153847,37.24033846153846,59.97452307692308,,,,3706.TW,TWD,True,32.5,True,30525.826,1210.311,1949.172,False,False,,0.014304245928132562,0.015850399051745366,0.037088060597266395
Server ODM,6669.TW,Wiwynn,weakly coupled,0.29343389988142443,0.29242200274532876,0.4362780712270991,0,0.25803479881864794,2376.TW,GIGABYTE,6669.TW,6669.TW,2025.0,4.0,2025-Q4,8998.168646153847,506.4831076923077,424.3541846153846,,,,6669.TW,TWD,True,32.5,True,292440.481,16460.701,13791.511,False,False,,0.13703611360312995,0.21557160062286806,0.26241932251020744
Server OEM,0992.HK,Lenovo,partial / bridge,0.3133614622752928,0.2941859761866724,0.5555270370590669,0,0.4358092794998273,DELL,Dell Technologies,0992.HK,0992.HK,,,,,,,,,,0992.HK,HKD,False,,False,,,,True,False,,,,
Server OEM,DELL,Dell Technologies,partial / bridge,0.3121226975543977,0.3438602744840097,0.5555270370590669,0,0.4294943337783574,0992.HK,Lenovo,DELL,DELL,2025.0,4.0,2025-Q4,27005.0,2168.0,1548.0,,,,DELL,USD,True,1.0,True,27005.0,2168.0,1548.0,True,False,,0.41292218397416847,0.6023090343996557,0.573821266367312
Server OEM,2357.TW,ASUSTeK Computer,partial / bridge,0.25406266452005866,0.2020428048733352,0.5511566706669657,0,0.3687724769065874,0992.HK,Lenovo,2357.TW,2357.TW,2025.0,4.0,2025-Q4,6243.8136,294.05476923076924,350.9329846153846,,,,2357.TW,TWD,True,32.5,True,202923.942,9556.78,11405.322,True,False,,0.09547154778891373,0.08169365503505452,0.1300857943424163
Server OEM,000977.SZ,Inspur Electronic Information,partial / bridge,0.17541387568876904,0.12767470528386277,0.619372243970508,0,0.18364892315355888,000938.SZ,Unisplendour,000977.SZ,000977.SZ,2025.0,4.0,2025-Q4,6126.8026105888885,78.13537652361111,129.28049312638888,,,,000977.SZ,CNY,True,7.2,True,44112.97879624,562.5747109700001,930.81955051,True,False,,0.09368238158648401,0.021707399993722204,0.04792241361910532
Server OEM,000938.SZ,Unisplendour,partial / bridge,0.16019295014420568,0.1075347807455173,0.619372243970508,0,0.16402235130534798,000977.SZ,Inspur Electronic Information,000938.SZ,000938.SZ,2025.0,4.0,2025-Q4,2698.1713807013884,123.07497801944444,39.12065197777778,,,,000938.SZ,CNY,True,7.2,True,19426.833941049998,886.1398417400001,281.66869424000004,True,False,,0.04125661245161322,0.034192422126222526,0.014501461278425927
Server OEM,HPE,Hewlett Packard Enterprise,weakly coupled,0.3146051928891401,0.2974174256839188,0.5370424584972502,0,0.42567701812127895,DELL,Dell Technologies,HPE,HPE,2025.0,4.0,2025-Q4,9679.0,408.0,175.0,,,,HPE,USD,True,1.0,True,9679.0,408.0,175.0,True,False,,0.14799754929405579,0.113349670680378,0.064869975203023
Server OEM,SMCI,Super Micro Computer,weakly coupled,0.27941158830956403,0.2779880741734601,0.4178598861522782,0,0.3543774062484336,DELL,Dell Technologies,SMCI,SMCI,2025.0,4.0,2025-Q4,12682.491,474.298,400.564,,,,SMCI,USD,True,1.0,True,12682.491,474.298,400.564,True,False,,0.1939226766136914,0.13176843653029885,0.14848329569842117
Server OEM,PSTG,Pure Storage,weakly coupled,0.23935788894028415,0.28048114138643576,0.3362094250291257,0,0.31096503602947345,HPE,Hewlett Packard Enterprise,PSTG,PSTG,2025.0,4.0,2025-Q4,964.453,53.918,54.806,,,,PSTG,USD,True,1.0,True,964.453,53.918,54.806,True,False,,0.014747048291073457,0.01497938123466819,0.020315793491296447
Server OEM,6701.T,NEC,weakly coupled,0.12619221782004214,0.11053977769552864,0.3050749035329703,0,0.15968082940136585,PSTG,Pure Storage,6701.T,6701.T,,,,,,,,,,6701.T,JPY,False,,False,,,,True,False,,,,
components,009150.KS,Samsung Electro-Mechanics,coupling core,0.5158534271312631,0.44431893649927046,0.795869551711492,3,0.3061191931320805,6981.T,Murata Manufacturing,009150.KS,009150.KS,2025.0,4.0,2025-Q4,2103.0038039637684,173.5477618985507,161.45694629710144,,,,009150.KS,KRW,True,1380.0,True,2902145.24947,239495.91142,222810.58589,True,False,,0.08073774940078741,0.036074124764377304,0.0441115887565245
components,6981.T,Murata Manufacturing,coupling core,0.47763757994644923,0.4060650258971916,0.795869551711492,2,0.2869390801975849,009150.KS,Samsung Electro-Mechanics,6981.T,6981.T,,,,,,,,,,6981.T,JPY,False,,False,,,,True,False,,,,
components,011070.KS,LG Innotek,coupling core,0.4560317048141182,0.3955436064772414,0.7676787623356179,2,0.2751812840288595,009150.KS,Samsung Electro-Mechanics,011070.KS,011070.KS,2025.0,4.0,2025-Q4,5514.315942028986,235.32608695652175,98.50507246376812,,,,011070.KS,KRW,True,1380.0,True,7609756.0,324750.0,135937.0,True,False,,0.2117035916935382,0.04891554076130763,0.026912532081200355
components,ADI,Analog Devices,partial / bridge,0.46360528944603907,0.44428902664486625,0.6144277903000916,0,0.274591568925799,MPWR,Monolithic Power Systems,ADI,ADI,2025.0,4.0,2025-Q4,3076.117,945.211,787.738,,,,ADI,USD,True,1.0,True,3076.117,945.211,787.738,True,False,,0.11809715370242899,0.19647421072819138,0.21521758896607426
components,4062.T,Ibiden,partial / bridge,0.4613435115340939,0.45755582489045593,0.631273958977917,0,0.27595092846230374,6981.T,Murata Manufacturing,4062.T,4062.T,,,,,,,,,,4062.T,JPY,False,,False,,,,True,False,,,,
