group,left_ticker,left_company,right_ticker,right_company,observations,start_date,end_date,pearson_corr,beta_left_to_right,same_direction_share
AI Chip,AMD,AMD,QCOM,Qualcomm,77,2020-02-28,2026-06-15,0.6709710987040907,1.0160507988843273,0.6883116883116883
AI Chip,AMD,AMD,NVDA,NVIDIA,77,2020-02-28,2026-06-15,0.6480337466525093,0.8125059211342353,0.7142857142857143
AI Chip,AMD,AMD,MRVL,Marvell Technology,77,2020-02-28,2026-06-15,0.5880517546205098,0.6334286595825889,0.6883116883116883
AI Chip,MRVL,Marvell Technology,NVDA,NVIDIA,77,2020-02-28,2026-06-15,0.5416376479012115,0.6304571819988241,0.7012987012987013
AI Chip,NVDA,NVIDIA,QCOM,Qualcomm,77,2020-02-28,2026-06-15,0.47957713351725967,0.5792168178180696,0.6623376623376623
AI Chip,MRVL,Marvell Technology,QCOM,Qualcomm,77,2020-02-28,2026-06-15,0.4532342721300567,0.6371654100951109,0.6753246753246753
AI Chip,3661.TW,Alchip Technologies,MRVL,Marvell Technology,77,2020-02-28,2026-06-15,0.423280736381405,0.5309535565558897,0.6883116883116883
AI Chip,3661.TW,Alchip Technologies,AMD,AMD,77,2020-02-28,2026-06-15,0.3607120951509077,0.42005540388519325,0.6103896103896104
AI Chip,3661.TW,Alchip Technologies,NVDA,NVIDIA,77,2020-02-28,2026-06-15,0.27415334683236875,0.40028409606752074,0.6623376623376623
AI Chip,3661.TW,Alchip Technologies,QCOM,Qualcomm,77,2020-02-28,2026-06-15,0.24722539374821886,0.43596392728955846,0.5714285714285714
AI Platforms,DDOG,Datadog,SNOW,Snowflake,69,2020-10-30,2026-06-12,0.7916426315578279,0.7597950273763409,0.7246376811594203
AI Platforms,CRM,Salesforce,NOW,ServiceNow,77,2020-02-28,2026-06-12,0.6828683654738509,0.7131724400454925,0.7532467532467533
AI Platforms,DDOG,Datadog,NOW,ServiceNow,77,2020-02-28,2026-06-12,0.6331911837426067,0.9675445902979007,0.6623376623376623
AI Platforms,NOW,ServiceNow,SNOW,Snowflake,69,2020-10-30,2026-06-12,0.6306253845326943,0.422302608922073,0.6811594202898551
AI Platforms,ADBE,Adobe,NOW,ServiceNow,77,2020-02-28,2026-06-12,0.6299275582878172,0.6492137626442436,0.7142857142857143
AI Platforms,ADBE,Adobe,CRM,Salesforce,77,2020-02-28,2026-06-12,0.6141063685143101,0.606014691492743,0.6233766233766234
AI Platforms,NET,Cloudflare,SNOW,Snowflake,69,2020-10-30,2026-06-12,0.5985976341222784,0.7395515548364334,0.6811594202898551
AI Platforms,MDB,MongoDB,SNOW,Snowflake,69,2020-10-30,2026-06-12,0.5919411660670135,0.7294587544933799,0.6666666666666666
AI Platforms,DDOG,Datadog,NET,Cloudflare,77,2020-02-28,2026-06-12,0.5835622553211139,0.4995041961550335,0.7532467532467533
AI Platforms,DDOG,Datadog,MDB,MongoDB,77,2020-02-28,2026-06-12,0.5794590006742096,0.4920977173096777,0.6493506493506493
AI Platforms,CRM,Salesforce,PLTR,Palantir,69,2020-10-30,2026-06-12,0.5520708470904937,0.24229827940485799,0.7681159420289855
AI Platforms,NET,Cloudflare,PLTR,Palantir,69,2020-10-30,2026-06-12,0.5416519389721015,0.4475737956309418,0.7971014492753623
AI Platforms,NOW,ServiceNow,PLTR,Palantir,69,2020-10-30,2026-06-12,0.47807590693043234,0.2141213952878131,0.7101449275362319
AI Platforms,CRM,Salesforce,SNOW,Snowflake,69,2020-10-30,2026-06-12,0.4745749848724938,0.3114221276020376,0.7391304347826086
AI Platforms,NET,Cloudflare,NOW,ServiceNow,77,2020-02-28,2026-06-12,0.4741705962669254,0.8464840950363849,0.7012987012987013
AI Platforms,MDB,MongoDB,NET,Cloudflare,77,2020-02-28,2026-06-12,0.47151774325723017,0.47524915068912693,0.6363636363636364
AI Platforms,PLTR,Palantir,SNOW,Snowflake,69,2020-10-30,2026-06-12,0.4640341474191343,0.6938075947942106,0.6231884057971014
AI Platforms,DDOG,Datadog,PLTR,Palantir,69,2020-10-30,2026-06-12,0.46085004398869156,0.2958269919319642,0.6376811594202898
AI Platforms,MDB,MongoDB,NOW,ServiceNow,77,2020-02-28,2026-06-12,0.45249886295049196,0.8141885388217013,0.6233766233766234
AI Platforms,ADBE,Adobe,MDB,MongoDB,77,2020-02-28,2026-06-12,0.4503315871265296,0.25794197887200454,0.6233766233766234
AI Platforms,IBM,IBM,NOW,ServiceNow,77,2020-02-28,2026-06-12,0.44566040276358293,0.3644389478896336,0.7012987012987013
AI Platforms,CRM,Salesforce,DDOG,Datadog,77,2020-02-28,2026-06-12,0.4270880650551872,0.29190320493295263,0.7012987012987013
AI Platforms,CRM,Salesforce,NET,Cloudflare,77,2020-02-28,2026-06-12,0.41263696680736334,0.24140235766749746,0.6883116883116883
AI Platforms,CRM,Salesforce,MDB,MongoDB,77,2020-02-28,2026-06-12,0.40196269228816484,0.23331132056800719,0.7142857142857143
AI Platforms,ADBE,Adobe,DDOG,Datadog,77,2020-02-28,2026-06-12,0.3757456322699571,0.2534281892999361,0.6103896103896104
AI Platforms,ADBE,Adobe,NET,Cloudflare,77,2020-02-28,2026-06-12,0.36471234533246866,0.2105539488041002,0.5714285714285714
AI Platforms,MDB,MongoDB,PLTR,Palantir,69,2020-10-30,2026-06-12,0.34202800446311826,0.28189979155885037,0.6666666666666666
AI Platforms,IBM,IBM,SNOW,Snowflake,69,2020-10-30,2026-06-12,0.34029720774270655,0.18645410791219233,0.5507246376811594
AI Platforms,ADBE,Adobe,IBM,IBM,77,2020-02-28,2026-06-12,0.32511554482767213,0.40974542075495274,0.6493506493506493
AI Platforms,ADBE,Adobe,SNOW,Snowflake,69,2020-10-30,2026-06-12,0.3185439278675269,0.2227096973233854,0.6086956521739131
AI Platforms,DDOG,Datadog,IBM,IBM,77,2020-02-28,2026-06-12,0.3151567024640035,0.5889005253214251,0.4935064935064935
AI Platforms,CRM,Salesforce,IBM,IBM,77,2020-02-28,2026-06-12,0.29600810861380705,0.3780423289429665,0.6363636363636364
AI Platforms,ADBE,Adobe,PLTR,Palantir,69,2020-10-30,2026-06-12,0.2819186305080562,0.1318270291451496,0.5507246376811594
AI Platforms,IBM,IBM,PLTR,Palantir,69,2020-10-30,2026-06-12,0.18586850527923135,0.06811304063266269,0.5507246376811594
AI Platforms,IBM,IBM,MDB,MongoDB,77,2020-02-28,2026-06-12,0.16151803800085293,0.0734064588154705,0.5844155844155844
AI Platforms,IBM,IBM,NET,Cloudflare,77,2020-02-28,2026-06-12,0.005727056137054905,0.0026234210141081946,0.5064935064935064
AI Software,BIDU,Baidu,META,Meta Platforms,77,2020-02-28,2026-06-12,0.32513283845137236,0.3792529460139144,0.5714285714285714
CPU,ARM,ARM Holdings,INTC,Intel,33,2023-10-31,2026-06-12,0.37335201708917126,0.40373842256970865,0.6363636363636364
Cooling,CARR,Carrier Global,TT,Trane Technologies,75,2020-04-30,2026-06-15,0.7774094020341692,0.8701651481135391,0.7866666666666666
Cooling,MOD,Modine Manufacturing,TT,Trane Technologies,77,2020-02-28,2026-06-15,0.5378552580025145,1.213550532975382,0.7662337662337663
Cooling,ALFA.ST,Alfa Laval,TT,Trane Technologies,77,2020-02-28,2026-06-15,0.5297472618674609,0.49552962629849223,0.7142857142857143
Cooling,ALFA.ST,Alfa Laval,MOD,Modine Manufacturing,77,2020-02-28,2026-06-15,0.49582811237249447,0.20556047101019,0.6623376623376623
Cooling,CARR,Carrier Global,MOD,Modine Manufacturing,75,2020-04-30,2026-06-15,0.46878342063060147,0.26578689574143843,0.64
Cooling,ALFA.ST,Alfa Laval,CARR,Carrier Global,75,2020-04-30,2026-06-15,0.4590197881114932,0.36770356760791917,0.7066666666666667
DRAM,000660.KS,SK hynix,MU,Micron Technology,77,2020-02-28,2026-06-15,0.8641502513402903,0.8503162053316357,0.7662337662337663
DRAM,000660.KS,SK hynix,005930.KS,Samsung Electronics,77,2020-02-28,2026-06-15,0.7932005006249424,1.0814935971940778,0.7272727272727273
DRAM,005930.KS,Samsung Electronics,MU,Micron Technology,77,2020-02-28,2026-06-15,0.7194385957493572,0.5192110839718694,0.7662337662337663
Energy,ABBN.SW,ABB,SU.PA,Schneider Electric,77,2020-02-28,2026-06-15,0.8308965500997852,0.7620719861349909,0.8311688311688312
Energy,ETN,Eaton,VRT,Vertiv,77,2020-02-28,2026-06-15,0.7552592942597839,0.3613899463738244,0.8701298701298701
Energy,ENR.DE,Siemens Energy,GEV,GE Vernova,27,2024-04-30,2026-06-15,0.7485114290550299,0.8421491796045634,0.9259259259259259
Energy,GEV,GE Vernova,VST,Vistra,27,2024-04-30,2026-06-15,0.738128936064076,0.5642708333302824,0.8148148148148148
Energy,ETN,Eaton,GEV,GE Vernova,27,2024-04-30,2026-06-15,0.7370923705133425,0.5501041595665718,0.8148148148148148
Energy,CEG,Constellation Energy,VST,Vistra,53,2022-02-28,2026-06-15,0.7224267346321147,0.7555531902877047,0.8490566037735849
Energy,GEV,GE Vernova,VRT,Vertiv,27,2024-04-30,2026-06-15,0.7204711674013058,0.5160715596403294,0.8518518518518519
Energy,ETN,Eaton,SU.PA,Schneider Electric,77,2020-02-28,2026-06-15,0.7106759047404785,0.7401464828472483,0.7662337662337663
Energy,CEG,Constellation Energy,GEV,GE Vernova,27,2024-04-30,2026-06-15,0.7048033331019417,0.9572295390554085,0.7777777777777778
Energy,ABBN.SW,ABB,ETN,Eaton,77,2020-02-28,2026-06-15,0.667062247922388,0.5874478456044706,0.7272727272727273
Energy,2308.TW,Delta Electronics,ABBN.SW,ABB,77,2020-02-28,2026-06-15,0.653109848723664,1.0603744173197218,0.7662337662337663
Energy,D,Dominion Energy,SO,Southern Company,77,2020-02-28,2026-06-15,0.6405545864881249,0.7131866037960586,0.7792207792207793
Energy,IBE.MC,Iberdrola,RWE.DE,RWE,77,2020-02-28,2026-06-15,0.6321792881918326,0.4677316138796906,0.7662337662337663
Energy,ETN,Eaton,VST,Vistra,77,2020-02-28,2026-06-15,0.6242393574210217,0.4115344864276483,0.7272727272727273
Energy,SU.PA,Schneider Electric,VRT,Vertiv,77,2020-02-28,2026-06-15,0.6082178936607273,0.27944290817927786,0.7662337662337663
Energy,NEE,NextEra Energy,SO,Southern Company,77,2020-02-28,2026-06-15,0.579009787896246,0.7610280164549289,0.7142857142857143
Energy,VRT,Vertiv,VST,Vistra,77,2020-02-28,2026-06-15,0.5489656739440338,0.7563456077654803,0.6753246753246753
Energy,BEPC,Brookfield Renewable,NEE,NextEra Energy,71,2020-08-31,2026-06-15,0.546293455265718,0.828322716061326,0.6619718309859155
Energy,ABBN.SW,ABB,VRT,Vertiv,77,2020-02-28,2026-06-15,0.543916618408536,0.2292003460832661,0.7012987012987013
Energy,BE,Bloom Energy,RWE.DE,RWE,77,2020-02-28,2026-06-15,0.5340895171636101,1.985536504259043,0.6363636363636364
Energy,CEG,Constellation Energy,VRT,Vertiv,53,2022-02-28,2026-06-15,0.5286082658505656,0.38171625274257165,0.7735849056603774
Energy,2308.TW,Delta Electronics,BE,Bloom Energy,77,2020-02-28,2026-06-15,0.5200015910233681,0.20304712865374738,0.7142857142857143
Energy,GEV,GE Vernova,SU.PA,Schneider Electric,27,2024-04-30,2026-06-15,0.5127273505805339,0.7856368423325996,0.7777777777777778
Energy,ENR.DE,Siemens Energy,SU.PA,Schneider Electric,69,2020-10-30,2026-06-15,0.5107529093826098,1.0352534485896752,0.7391304347826086
Energy,ABBN.SW,ABB,BE,Bloom Energy,77,2020-02-28,2026-06-15,0.5051380303236568,0.12148684060742808,0.6883116883116883
Energy,6501.T,Hitachi,VRT,Vertiv,77,2020-02-28,2026-06-15,0.49942230610672245,0.25081024907701693,0.7402597402597403
Energy,BE,Bloom Energy,ENR.DE,Siemens Energy,69,2020-10-30,2026-06-15,0.49558430328328873,0.9347933439322389,0.6666666666666666
Energy,6501.T,Hitachi,CEG,Constellation Energy,53,2022-02-28,2026-06-15,0.49449701835631144,0.3183540205687088,0.7735849056603774
Energy,ABBN.SW,ABB,ENR.DE,Siemens Energy,69,2020-10-30,2026-06-15,0.4930722732129519,0.21620042491983157,0.7101449275362319
Energy,BE,Bloom Energy,BEPC,Brookfield Renewable,71,2020-08-31,2026-06-15,0.4842773436161758,1.2579154070387664,0.704225352112676
Energy,ENR.DE,Siemens Energy,VST,Vistra,69,2020-10-30,2026-06-15,0.48211416531463197,0.6237588467159951,0.6521739130434783
Energy,CEG,Constellation Energy,ETN,Eaton,53,2022-02-28,2026-06-15,0.47787596284385814,0.7714778444699109,0.7358490566037735
Energy,EQIX,Equinix,SU.PA,Schneider Electric,77,2020-02-28,2026-06-15,0.4768866097102132,0.45287959025098357,0.7012987012987013
Energy,ABBN.SW,ABB,VST,Vistra,77,2020-02-28,2026-06-15,0.4766018968002461,0.27670296136504063,0.6883116883116883
Energy,SU.PA,Schneider Electric,VST,Vistra,77,2020-02-28,2026-06-15,0.4735076634500559,0.2997340013837045,0.7272727272727273
Energy,BE,Bloom Energy,ETN,Eaton,77,2020-02-28,2026-06-15,0.472825688481016,1.7313498948644634,0.5974025974025974
Energy,2308.TW,Delta Electronics,SU.PA,Schneider Electric,77,2020-02-28,2026-06-15,0.4675205975387024,0.6961820144018084,0.6753246753246753
Energy,CEG,Constellation Energy,SU.PA,Schneider Electric,53,2022-02-28,2026-06-15,0.46500673989855346,0.7701894338895479,0.6415094339622641
Energy,IBE.MC,Iberdrola,SO,Southern Company,77,2020-02-28,2026-06-15,0.4537984204232592,0.46232982548448404,0.7142857142857143
Energy,NEE,NextEra Energy,RWE.DE,RWE,77,2020-02-28,2026-06-15,0.44291481302717095,0.42276835815671465,0.6623376623376623
Energy,ABBN.SW,ABB,GEV,GE Vernova,27,2024-04-30,2026-06-15,0.439539077912633,0.26379927096197736,0.6666666666666666
Energy,ABBN.SW,ABB,RWE.DE,RWE,77,2020-02-28,2026-06-15,0.43917490700054024,0.39266348027956605,0.6623376623376623
Energy,D,Dominion Energy,NEE,NextEra Energy,77,2020-02-28,2026-06-15,0.43484620591083806,0.3683561940937408,0.6493506493506493
Energy,ABBN.SW,ABB,EQIX,Equinix,77,2020-02-28,2026-06-15,0.4331741584638292,0.41835403403006655,0.6883116883116883
Energy,BEPC,Brookfield Renewable,SO,Southern Company,71,2020-08-31,2026-06-15,0.4302997248746878,0.9188137035447091,0.6197183098591549
Energy,ENR.DE,Siemens Energy,ETN,Eaton,69,2020-10-30,2026-06-15,0.4283390134008255,0.8291317695393895,0.6811594202898551
Energy,BEPC,Brookfield Renewable,ENR.DE,Siemens Energy,69,2020-10-30,2026-06-15,0.42673204274750276,0.30459917664697717,0.6521739130434783
Energy,6501.T,Hitachi,ABBN.SW,ABB,77,2020-02-28,2026-06-15,0.4248411382814425,0.5063152013368026,0.6753246753246753
Energy,6501.T,Hitachi,SU.PA,Schneider Electric,77,2020-02-28,2026-06-15,0.4202280109015019,0.45933383990795096,0.7142857142857143
Energy,ABBN.SW,ABB,D,Dominion Energy,77,2020-02-28,2026-06-15,0.41638463765434724,0.46042948739289136,0.6233766233766234
Energy,6501.T,Hitachi,ETN,Eaton,77,2020-02-28,2026-06-15,0.41493875475835434,0.4354931766970446,0.6623376623376623
Energy,ETN,Eaton,RWE.DE,RWE,77,2020-02-28,2026-06-15,0.405749093590934,0.4119434473680113,0.5974025974025974
Energy,D,Dominion Energy,VST,Vistra,77,2020-02-28,2026-06-15,0.4013302120379266,0.2107130647309143,0.5974025974025974
Energy,2308.TW,Delta Electronics,ETN,Eaton,77,2020-02-28,2026-06-15,0.39223508709428034,0.5608185908351524,0.6103896103896104
Energy,BE,Bloom Energy,SU.PA,Schneider Electric,77,2020-02-28,2026-06-15,0.39090086453873046,1.4907214511585793,0.6233766233766234
Energy,IBE.MC,Iberdrola,NEE,NextEra Energy,77,2020-02-28,2026-06-15,0.38613367691550743,0.29930355284671206,0.6883116883116883
Energy,ENR.DE,Siemens Energy,IBE.MC,Iberdrola,69,2020-10-30,2026-06-15,0.3832301895310948,1.049250576678293,0.6666666666666666
Energy,BEPC,Brookfield Renewable,RWE.DE,RWE,71,2020-08-31,2026-06-15,0.3817527656279433,0.5923169828434965,0.6056338028169014
Energy,ABBN.SW,ABB,IBE.MC,Iberdrola,77,2020-02-28,2026-06-15,0.380965289167139,0.4603752201778453,0.6623376623376623
Energy,RWE.DE,RWE,SO,Southern Company,77,2020-02-28,2026-06-15,0.38016334542885594,0.5234831541379126,0.6623376623376623
Energy,BEPC,Brookfield Renewable,EQIX,Equinix,71,2020-08-31,2026-06-15,0.37993648207080966,0.5788422565637006,0.5915492957746479
Energy,6501.T,Hitachi,VST,Vistra,77,2020-02-28,2026-06-15,0.37641114287155414,0.2604443346672157,0.6753246753246753
Energy,EQIX,Equinix,ETN,Eaton,77,2020-02-28,2026-06-15,0.37385064925644595,0.34089424637287835,0.7012987012987013
Energy,D,Dominion Energy,IBE.MC,Iberdrola,77,2020-02-28,2026-06-15,0.37352608780847707,0.4082056764346796,0.6753246753246753
Energy,EQIX,Equinix,NEE,NextEra Energy,77,2020-02-28,2026-06-15,0.3705998617292446,0.3594384689310508,0.6103896103896104
Energy,BE,Bloom Energy,NEE,NextEra Energy,77,2020-02-28,2026-06-15,0.3660622083726594,1.425727240130105,0.6363636363636364
Energy,EQIX,Equinix,GEV,GE Vernova,27,2024-04-30,2026-06-15,0.3634704069059861,0.2362992066485926,0.6666666666666666
Energy,SO,Southern Company,VST,Vistra,77,2020-02-28,2026-06-15,0.36238507527119984,0.1708885168381635,0.6103896103896104
Energy,2308.TW,Delta Electronics,VRT,Vertiv,77,2020-02-28,2026-06-15,0.36032812411296433,0.24652110752943762,0.5974025974025974
Energy,ETN,Eaton,IBE.MC,Iberdrola,77,2020-02-28,2026-06-15,0.3596727440370975,0.49354994450105377,0.5974025974025974
Energy,BEPC,Brookfield Renewable,D,Dominion Energy,71,2020-08-31,2026-06-15,0.357375135640593,0.6352382253061867,0.5915492957746479
Energy,ENR.DE,Siemens Energy,RWE.DE,RWE,69,2020-10-30,2026-06-15,0.3554272501205169,0.7595824519922706,0.6956521739130435
Energy,ENR.DE,Siemens Energy,EQIX,Equinix,69,2020-10-30,2026-06-15,0.3530256836466731,0.7390553605551996,0.6231884057971014
Energy,BEPC,Brookfield Renewable,IBE.MC,Iberdrola,71,2020-08-31,2026-06-15,0.3498938316322534,0.694974153730459,0.6197183098591549
Energy,RWE.DE,RWE,SU.PA,Schneider Electric,77,2020-02-28,2026-06-15,0.34314015413687143,0.3519958878472546,0.6233766233766234
Energy,D,Dominion Energy,SU.PA,Schneider Electric,77,2020-02-28,2026-06-15,0.342312934286618,0.28392518616896506,0.6623376623376623
Energy,BE,Bloom Energy,IBE.MC,Iberdrola,77,2020-02-28,2026-06-15,0.3419399597734554,1.7181347302033054,0.5844155844155844
Energy,BEPC,Brookfield Renewable,VST,Vistra,71,2020-08-31,2026-06-15,0.33801013301111604,0.3188277951169193,0.647887323943662
Energy,BE,Bloom Energy,VST,Vistra,77,2020-02-28,2026-06-15,0.33452004335278457,0.8075343661700062,0.6363636363636364
Energy,ENR.DE,Siemens Energy,NEE,NextEra Energy,69,2020-10-30,2026-06-15,0.33395456753415736,0.6939719767693608,0.5652173913043478
Energy,BEPC,Brookfield Renewable,SU.PA,Schneider Electric,71,2020-08-31,2026-06-15,0.3315173332541832,0.48937603126870277,0.6338028169014085
Energy,ABBN.SW,ABB,CEG,Constellation Energy,53,2022-02-28,2026-06-15,0.3278505196904496,0.17245107993990322,0.5849056603773585
Energy,2308.TW,Delta Electronics,EQIX,Equinix,77,2020-02-28,2026-06-15,0.3275618904118641,0.5136269440602322,0.6233766233766234
Energy,ETN,Eaton,NEE,NextEra Energy,77,2020-02-28,2026-06-15,0.32584106780527305,0.34658007468418844,0.5974025974025974
Energy,D,Dominion Energy,RWE.DE,RWE,77,2020-02-28,2026-06-15,0.3251136440110704,0.2628752858466283,0.5974025974025974
Energy,EQIX,Equinix,VRT,Vertiv,77,2020-02-28,2026-06-15,0.3233701834403307,0.14109170875962848,0.6753246753246753
Energy,6501.T,Hitachi,GEV,GE Vernova,27,2024-04-30,2026-06-15,0.3229488159927303,0.2837348734729716,0.6296296296296297
Energy,IBE.MC,Iberdrola,VST,Vistra,77,2020-02-28,2026-06-15,0.3206325259708452,0.15404197751391274,0.5844155844155844
Energy,IBE.MC,Iberdrola,SU.PA,Schneider Electric,77,2020-02-28,2026-06-15,0.32034911059849897,0.2431341886771788,0.6233766233766234
Energy,6501.T,Hitachi,BEPC,Brookfield Renewable,71,2020-08-31,2026-06-15,0.31871844674769706,0.2300949101099334,0.5352112676056338
Energy,NEE,NextEra Energy,VST,Vistra,77,2020-02-28,2026-06-15,0.31704810634861663,0.19650901594513376,0.6363636363636364
Energy,GEV,GE Vernova,NEE,NextEra Energy,27,2024-04-30,2026-06-15,0.3153403658178751,0.5125336697966676,0.6666666666666666
Energy,ABBN.SW,ABB,NEE,NextEra Energy,77,2020-02-28,2026-06-15,0.3122279196319195,0.2924640291646099,0.6363636363636364
Energy,ABBN.SW,ABB,BEPC,Brookfield Renewable,71,2020-08-31,2026-06-15,0.3121977404979883,0.18761787452905357,0.6619718309859155
Energy,EQIX,Equinix,VST,Vistra,77,2020-02-28,2026-06-15,0.3090726734937845,0.18579637175052924,0.6103896103896104
Energy,NEE,NextEra Energy,SU.PA,Schneider Electric,77,2020-02-28,2026-06-15,0.3065519933860576,0.30015975520077665,0.5974025974025974
Energy,BE,Bloom Energy,EQIX,Equinix,77,2020-02-28,2026-06-15,0.3053733570614635,1.2262905815657548,0.5844155844155844
Energy,2308.TW,Delta Electronics,6501.T,Hitachi,77,2020-02-28,2026-06-15,0.3049632529538934,0.41545703481690854,0.6753246753246753
Energy,2308.TW,Delta Electronics,ENR.DE,Siemens Energy,69,2020-10-30,2026-06-15,0.2981155122501391,0.21616416573739483,0.6086956521739131
Energy,ABBN.SW,ABB,SO,Southern Company,77,2020-02-28,2026-06-15,0.29672934149337216,0.36532210891086486,0.5584415584415584
Energy,D,Dominion Energy,GEV,GE Vernova,27,2024-04-30,2026-06-15,0.29490429112550504,0.12267422822755744,0.7037037037037037
Energy,BE,Bloom Energy,VRT,Vertiv,77,2020-02-28,2026-06-15,0.29428686409636834,0.5156258082828066,0.6493506493506493
Energy,ENR.DE,Siemens Energy,VRT,Vertiv,69,2020-10-30,2026-06-15,0.28934352242907013,0.26785939976900885,0.6956521739130435
Energy,CEG,Constellation Energy,EQIX,Equinix,53,2022-02-28,2026-06-15,0.27388956217242927,0.4842590089972586,0.6037735849056604
Energy,EQIX,Equinix,SO,Southern Company,77,2020-02-28,2026-06-15,0.273438645031058,0.34857315382968956,0.5584415584415584
Energy,6501.T,Hitachi,ENR.DE,Siemens Energy,69,2020-10-30,2026-06-15,0.26683023701329117,0.1391591780681555,0.5797101449275363
Energy,RWE.DE,RWE,VST,Vistra,77,2020-02-28,2026-06-15,0.26355228277765436,0.1711361783069628,0.6363636363636364
Energy,ETN,Eaton,SO,Southern Company,77,2020-02-28,2026-06-15,0.26345117642840926,0.36830927250638495,0.5714285714285714
Energy,BE,Bloom Energy,D,Dominion Energy,77,2020-02-28,2026-06-15,0.26166699725076764,1.2030902596334796,0.5714285714285714
Energy,BEPC,Brookfield Renewable,ETN,Eaton,71,2020-08-31,2026-06-15,0.26078766996024855,0.3654772340330151,0.676056338028169
Energy,2308.TW,Delta Electronics,NEE,NextEra Energy,77,2020-02-28,2026-06-15,0.25895374102940866,0.3938183257056744,0.6233766233766234
Energy,IBE.MC,Iberdrola,VRT,Vertiv,77,2020-02-28,2026-06-15,0.2538225199928428,0.08850882200191078,0.5194805194805194
Energy,GEV,GE Vernova,SO,Southern Company,27,2024-04-30,2026-06-15,0.2537520507584256,0.6771714484475284,0.7037037037037037
Energy,D,Dominion Energy,EQIX,Equinix,77,2020-02-28,2026-06-15,0.25327273580062953,0.2212083064335336,0.5714285714285714
Energy,2308.TW,Delta Electronics,RWE.DE,RWE,77,2020-02-28,2026-06-15,0.2507200126912746,0.36395274825559154,0.5194805194805194
Energy,SO,Southern Company,SU.PA,Schneider Electric,77,2020-02-28,2026-06-15,0.24775203595650264,0.1845656218347016,0.5974025974025974
Energy,EQIX,Equinix,IBE.MC,Iberdrola,77,2020-02-28,2026-06-15,0.24634458640430426,0.3082393881664052,0.5584415584415584
Energy,CEG,Constellation Energy,ENR.DE,Siemens Energy,53,2022-02-28,2026-06-15,0.24136717014593576,0.19799894074174068,0.6037735849056604
Energy,2308.TW,Delta Electronics,IBE.MC,Iberdrola,77,2020-02-28,2026-06-15,0.24136356134482928,0.47355589329715636,0.5454545454545454
Energy,CEG,Constellation Energy,D,Dominion Energy,53,2022-02-28,2026-06-15,0.24042793324111367,0.4911472863652016,0.5660377358490566
Energy,D,Dominion Energy,ENR.DE,Siemens Energy,69,2020-10-30,2026-06-15,0.23919786727237322,0.09793668084953687,0.5942028985507246
Energy,ENR.DE,Siemens Energy,SO,Southern Company,69,2020-10-30,2026-06-15,0.23866133144769291,0.7037624197991317,0.5362318840579711
Energy,D,Dominion Energy,ETN,Eaton,77,2020-02-28,2026-06-15,0.2286524119625063,0.18210015197502163,0.6103896103896104
Energy,RWE.DE,RWE,VRT,Vertiv,77,2020-02-28,2026-06-15,0.2273110652043802,0.10713232362150801,0.5714285714285714
Energy,NEE,NextEra Energy,VRT,Vertiv,77,2020-02-28,2026-06-15,0.21906184699157122,0.0985482604346256,0.5714285714285714
Energy,BEPC,Brookfield Renewable,CEG,Constellation Energy,53,2022-02-28,2026-06-15,0.21580458377132802,0.18424004991390372,0.5660377358490566
Energy,6501.T,Hitachi,BE,Bloom Energy,77,2020-02-28,2026-06-15,0.20456736191469463,0.05863405348777484,0.5454545454545454
Energy,CEG,Constellation Energy,SO,Southern Company,53,2022-02-28,2026-06-15,0.20445772828638178,0.5205972162690812,0.6792452830188679
Energy,CEG,Constellation Energy,NEE,NextEra Energy,53,2022-02-28,2026-06-15,0.20378591583623848,0.36133222751196875,0.6037735849056604
Energy,2308.TW,Delta Electronics,GEV,GE Vernova,27,2024-04-30,2026-06-15,0.19231202027982527,0.2431272361793297,0.5925925925925926
Energy,BE,Bloom Energy,GEV,GE Vernova,27,2024-04-30,2026-06-15,0.18949915562150335,0.567342028667908,0.5925925925925926
Energy,6501.T,Hitachi,EQIX,Equinix,77,2020-02-28,2026-06-15,0.18872807239595532,0.21722626138029968,0.5974025974025974
Energy,D,Dominion Energy,VRT,Vertiv,77,2020-02-28,2026-06-15,0.18586941864302178,0.07083084943058601,0.6103896103896104
Energy,SO,Southern Company,VRT,Vertiv,77,2020-02-28,2026-06-15,0.18303108201951224,0.0626458526745629,0.5974025974025974
Energy,2308.TW,Delta Electronics,SO,Southern Company,77,2020-02-28,2026-06-15,0.18026589633558854,0.3603313461141984,0.5844155844155844
Energy,2308.TW,Delta Electronics,BEPC,Brookfield Renewable,71,2020-08-31,2026-06-15,0.1800628906851036,0.18000956017931335,0.5352112676056338
Energy,2308.TW,Delta Electronics,D,Dominion Energy,77,2020-02-28,2026-06-15,0.17467300351141968,0.31359362687943676,0.5974025974025974
Energy,BEPC,Brookfield Renewable,GEV,GE Vernova,27,2024-04-30,2026-06-15,0.15767657175870622,0.1497906391236597,0.5925925925925926
Energy,2308.TW,Delta Electronics,CEG,Constellation Energy,53,2022-02-28,2026-06-15,0.1529061984253295,0.14019899724586932,0.6415094339622641
Energy,2308.TW,Delta Electronics,VST,Vistra,77,2020-02-28,2026-06-15,0.15250577823660336,0.14375314273351955,0.6233766233766234
Energy,6501.T,Hitachi,SO,Southern Company,77,2020-02-28,2026-06-15,0.15173119150864992,0.22263053724686893,0.5454545454545454
